size_bucket,wallet_count,wallet_pct,wallet_type,wealth_bucket,block
51–100,811,0.0608,EOA,"1,000–10,000",21089069
6–10,135734,10.1807,EOA,"1,000–10,000",21089069
>100,224,0.0168,EOA,"1,000–10,000",21089069
1,143569,39.8934,EOA,"10,000–100,000",21089069
11–20,24828,6.8989,EOA,"10,000–100,000",21089069
2,59212,16.4532,EOA,"10,000–100,000",21089069
21–50,9238,2.567,EOA,"10,000–100,000",21089069
3,34034,9.457,EOA,"10,000–100,000",21089069
4,24155,6.7119,EOA,"10,000–100,000",21089069
5,17601,4.8908,EOA,"10,000–100,000",21089069
51–100,992,0.2756,EOA,"10,000–100,000",21089069
6–10,45971,12.7739,EOA,"10,000–100,000",21089069
>100,282,0.0784,EOA,"10,000–100,000",21089069
1,2524083,67.2154,EOA,"100–1,000",21089069
11–20,26223,0.6983,EOA,"100–1,000",21089069
2,604595,16.1002,EOA,"100–1,000",21089069
21–50,4550,0.1212,EOA,"100–1,000",21089069
3,263388,7.0139,EOA,"100–1,000",21089069
4,135559,3.6099,EOA,"100–1,000",21089069
5,76902,2.0479,EOA,"100–1,000",21089069
51–100,365,0.0097,EOA,"100–1,000",21089069
6–10,119412,3.1799,EOA,"100–1,000",21089069
>100,136,0.0036,EOA,"100–1,000",21089069
1,11452856,84.1253,EOA,1–100,21089069
11–20,15742,0.1156,EOA,1–100,21089069
2,1463937,10.7531,EOA,1–100,21089069
21–50,3285,0.0241,EOA,1–100,21089069
3,378774,2.7822,EOA,1–100,21089069
4,145517,1.0689,EOA,1–100,21089069
5,68823,0.5055,EOA,1–100,21089069
51–100,326,0.0024,EOA,1–100,21089069
6–10,84641,0.6217,EOA,1–100,21089069
>100,147,0.0011,EOA,1–100,21089069
1,51259,50.4017,EOA,">100,000",21089069
11–20,4454,4.3795,EOA,">100,000",21089069
2,18088,17.7855,EOA,">100,000",21089069
21–50,2271,2.233,EOA,">100,000",21089069
3,8043,7.9085,EOA,">100,000",21089069
4,4786,4.706,EOA,">100,000",21089069
5,3310,3.2546,EOA,">100,000",21089069
51–100,459,0.4513,EOA,">100,000",21089069
6–10,8682,8.5368,EOA,">100,000",21089069
>100,349,0.3432,EOA,">100,000",21089069
0,11,0.0039,CA,0–1,21303934
1,279764,99.205,CA,0–1,21303934
11–20,7,0.0025,CA,0–1,21303934
2,2097,0.7436,CA,0–1,21303934
21–50,1,0.0004,CA,0–1,21303934
3,53,0.0188,CA,0–1,21303934
4,23,0.0082,CA,0–1,21303934
5,14,0.005,CA,0–1,21303934
6–10,36,0.0128,CA,0–1,21303934
1,26219,94.4182,CA,"1,000–10,000",21303934
11–20,18,0.0648,CA,"1,000–10,000",21303934
2,1060,3.8172,CA,"1,000–10,000",21303934
21–50,3,0.0108,CA,"1,000–10,000",21303934
3,231,0.8319,CA,"1,000–10,000",21303934
4,106,0.3817,CA,"1,000–10,000",21303934
5,49,0.1765,CA,"1,000–10,000",21303934
6–10,83,0.2989,CA,"1,000–10,000",21303934
1,5598,77.5561,CA,"10,000–100,000",21303934
11–20,26,0.3602,CA,"10,000–100,000",21303934
2,1273,17.6365,CA,"10,000–100,000",21303934
21–50,5,0.0693,CA,"10,000–100,000",21303934
3,147,2.0366,CA,"10,000–100,000",21303934
4,50,0.6927,CA,"10,000–100,000",21303934
5,39,0.5403,CA,"10,000–100,000",21303934
6–10,80,1.1083,CA,"10,000–100,000",21303934
1,14283,90.4503,CA,"100–1,000",21303934
11–20,9,0.057,CA,"100–1,000",21303934
2,1155,7.3143,CA,"100–1,000",21303934
21–50,1,0.0063,CA,"100–1,000",21303934
3,180,1.1399,CA,"100–1,000",21303934
4,79,0.5003,CA,"100–1,000",21303934
5,30,0.19,CA,"100–1,000",21303934
6–10,54,0.342,CA,"100–1,000",21303934
1,62047,96.9878,CA,1–100,21303934
11–20,9,0.0141,CA,1–100,21303934
2,1621,2.5338,CA,1–100,21303934
3,161,0.2517,CA,1–100,21303934
4,46,0.0719,CA,1–100,21303934
5,32,0.05,CA,1–100,21303934
6–10,58,0.0907,CA,1–100,21303934
1,763,32.4543,CA,">100,000",21303934
11–20,24,1.0208,CA,">100,000",21303934
2,1233,52.4458,CA,">100,000",21303934
21–50,9,0.3828,CA,">100,000",21303934
3,185,7.869,CA,">100,000",21303934
4,58,2.467,CA,">100,000",21303934
5,30,1.2761,CA,">100,000",21303934
51–100,6,0.2552,CA,">100,000",21303934
6–10,43,1.829,CA,">100,000",21303934
0,43767,0.5396,EOA,0–1,21303934
1,7364783,90.8027,EOA,0–1,21303934
11–20,3797,0.0468,EOA,0–1,21303934
2,513173,6.3271,EOA,0–1,21303934
21–50,1075,0.0133,EOA,0–1,21303934
3,110462,1.3619,EOA,0–1,21303934
4,37427,0.4614,EOA,0–1,21303934
5,17865,0.2203,EOA,0–1,21303934
51–100,199,0.0025,EOA,0–1,21303934
6–10,18037,0.2224,EOA,0–1,21303934
>100,169,0.0021,EOA,0–1,21303934
1,759885,47.6106,EOA,"1,000–10,000",21303934
11–20,47539,2.9786,EOA,"1,000–10,000",21303934
2,288780,18.0935,EOA,"1,000–10,000",21303934
21–50,10324,0.6468,EOA,"1,000–10,000",21303934
3,166572,10.4366,EOA,"1,000–10,000",21303934
4,105860,6.6327,EOA,"1,000–10,000",21303934
5,71713,4.4932,EOA,"1,000–10,000",21303934
51–100,722,0.0452,EOA,"1,000–10,000",21303934
6–10,144420,9.0486,EOA,"1,000–10,000",21303934
>100,228,0.0143,EOA,"1,000–10,000",21303934
1,176673,37.4421,EOA,"10,000–100,000",21303934
11–20,33491,7.0977,EOA,"10,000–100,000",21303934
2,78174,16.5673,EOA,"10,000–100,000",21303934
21–50,11397,2.4154,EOA,"10,000–100,000",21303934
3,47404,10.0463,EOA,"10,000–100,000",21303934
4,33368,7.0716,EOA,"10,000–100,000",21303934
5,25327,5.3675,EOA,"10,000–100,000",21303934
51–100,1129,0.2393,EOA,"10,000–100,000",21303934
6–10,64613,13.6934,EOA,"10,000–100,000",21303934
>100,280,0.0593,EOA,"10,000–100,000",21303934
1,2902523,69.7425,EOA,"100–1,000",21303934
11–20,22827,0.5485,EOA,"100–1,000",21303934
2,654522,15.727,EOA,"100–1,000",21303934
21–50,4141,0.0995,EOA,"100–1,000",21303934
3,266939,6.4141,EOA,"100–1,000",21303934
4,132306,3.1791,EOA,"100–1,000",21303934
5,71628,1.7211,EOA,"100–1,000",21303934
51–100,328,0.0079,EOA,"100–1,000",21303934
6–10,106426,2.5572,EOA,"100–1,000",21303934
>100,132,0.0032,EOA,"100–1,000",21303934
1,12472941,85.7618,EOA,1–100,21303934
11–20,14426,0.0992,EOA,1–100,21303934
2,1423551,9.7881,EOA,1–100,21303934
21–50,3078,0.0212,EOA,1–100,21303934
3,354391,2.4367,EOA,1–100,21303934
4,134811,0.9269,EOA,1–100,21303934
5,63168,0.4343,EOA,1–100,21303934
51–100,326,0.0022,EOA,1–100,21303934
6–10,76864,0.5285,EOA,1–100,21303934
>100,153,0.0011,EOA,1–100,21303934
1,62008,48.404,EOA,">100,000",21303934
11–20,6731,5.2543,EOA,">100,000",21303934
2,21756,16.9829,EOA,">100,000",21303934
21–50,3323,2.594,EOA,">100,000",21303934
3,10206,7.9669,EOA,">100,000",21303934
4,6290,4.91,EOA,">100,000",21303934
5,4682,3.6548,EOA,">100,000",21303934
51–100,600,0.4684,EOA,">100,000",21303934
6–10,12097,9.443,EOA,">100,000",21303934
>100,412,0.3216,EOA,">100,000",21303934
0,11,0.0039,CA,0–1,21525891
1,283348,99.1959,CA,0–1,21525891
11–20,6,0.0021,CA,0–1,21525891
2,2147,0.7516,CA,0–1,21525891
21–50,1,0.0004,CA,0–1,21525891
3,59,0.0207,CA,0–1,21525891
4,23,0.0081,CA,0–1,21525891
5,14,0.0049,CA,0–1,21525891
6–10,36,0.0126,CA,0–1,21525891
1,26523,94.4551,CA,"1,000–10,000",21525891
11–20,18,0.0641,CA,"1,000–10,000",21525891
2,1057,3.7642,CA,"1,000–10,000",21525891
21–50,3,0.0107,CA,"1,000–10,000",21525891
3,235,0.8369,CA,"1,000–10,000",21525891
4,107,0.3811,CA,"1,000–10,000",21525891
5,49,0.1745,CA,"1,000–10,000",21525891
6–10,88,0.3134,CA,"1,000–10,000",21525891
1,4785,73.797,CA,"10,000–100,000",21525891
11–20,32,0.4935,CA,"10,000–100,000",21525891
2,1337,20.62,CA,"10,000–100,000",21525891
21–50,5,0.0771,CA,"10,000–100,000",21525891
3,161,2.483,CA,"10,000–100,000",21525891
4,50,0.7711,CA,"10,000–100,000",21525891
5,31,0.4781,CA,"10,000–100,000",21525891
6–10,83,1.2801,CA,"10,000–100,000",21525891
1,14026,90.0719,CA,"100–1,000",21525891
11–20,9,0.0578,CA,"100–1,000",21525891
2,1167,7.4942,CA,"100–1,000",21525891
21–50,1,0.0064,CA,"100–1,000",21525891
3,195,1.2522,CA,"100–1,000",21525891
4,87,0.5587,CA,"100–1,000",21525891
5,31,0.1991,CA,"100–1,000",21525891
6–10,56,0.3596,CA,"100–1,000",21525891
1,63128,96.9038,CA,1–100,21525891
11–20,10,0.0154,CA,1–100,21525891
2,1694,2.6004,CA,1–100,21525891
3,166,0.2548,CA,1–100,21525891
4,52,0.0798,CA,1–100,21525891
5,36,0.0553,CA,1–100,21525891
6–10,59,0.0906,CA,1–100,21525891
1,693,31.5,CA,">100,000",21525891
11–20,21,0.9545,CA,">100,000",21525891
2,1174,53.3636,CA,">100,000",21525891
21–50,9,0.4091,CA,">100,000",21525891
3,173,7.8636,CA,">100,000",21525891
4,54,2.4545,CA,">100,000",21525891
5,32,1.4545,CA,">100,000",21525891
51–100,6,0.2727,CA,">100,000",21525891
6–10,38,1.7273,CA,">100,000",21525891
0,43785,0.4892,EOA,0–1,21525891
1,8151788,91.0776,EOA,0–1,21525891
11–20,4129,0.0461,EOA,0–1,21525891
2,550757,6.1534,EOA,0–1,21525891
21–50,1158,0.0129,EOA,0–1,21525891
3,119325,1.3332,EOA,0–1,21525891
4,40295,0.4502,EOA,0–1,21525891
5,19226,0.2148,EOA,0–1,21525891
51–100,203,0.0023,EOA,0–1,21525891
6–10,19528,0.2182,EOA,0–1,21525891
>100,185,0.0021,EOA,0–1,21525891
1,721288,46.6663,EOA,"1,000–10,000",21525891
11–20,50894,3.2928,EOA,"1,000–10,000",21525891
2,277495,17.9535,EOA,"1,000–10,000",21525891
21–50,11469,0.742,EOA,"1,000–10,000",21525891
3,161480,10.4475,EOA,"1,000–10,000",21525891
4,104231,6.7436,EOA,"1,000–10,000",21525891
5,71025,4.5952,EOA,"1,000–10,000",21525891
51–100,804,0.052,EOA,"1,000–10,000",21525891
6–10,146671,9.4894,EOA,"1,000–10,000",21525891
>100,272,0.0176,EOA,"1,000–10,000",21525891
1,173222,38.0663,EOA,"10,000–100,000",21525891
11–20,32368,7.113,EOA,"10,000–100,000",21525891
2,75532,16.5985,EOA,"10,000–100,000",21525891
21–50,11321,2.4878,EOA,"10,000–100,000",21525891
3,44742,9.8323,EOA,"10,000–100,000",21525891
4,31671,6.9598,EOA,"10,000–100,000",21525891
5,23559,5.1772,EOA,"10,000–100,000",21525891
51–100,1192,0.2619,EOA,"10,000–100,000",21525891
6–10,61149,13.4378,EOA,"10,000–100,000",21525891
>100,297,0.0653,EOA,"10,000–100,000",21525891
1,2757094,68.0743,EOA,"100–1,000",21525891
11–20,25385,0.6268,EOA,"100–1,000",21525891
2,655974,16.1964,EOA,"100–1,000",21525891
21–50,4539,0.1121,EOA,"100–1,000",21525891
3,276529,6.8277,EOA,"100–1,000",21525891
4,138598,3.4221,EOA,"100–1,000",21525891
5,76114,1.8793,EOA,"100–1,000",21525891
51–100,348,0.0086,EOA,"100–1,000",21525891
6–10,115402,2.8493,EOA,"100–1,000",21525891
>100,139,0.0034,EOA,"100–1,000",21525891
1,12317384,85.0131,EOA,1–100,21525891
11–20,15871,0.1095,EOA,1–100,21525891
2,1477362,10.1966,EOA,1–100,21525891
21–50,3293,0.0227,EOA,1–100,21525891
3,376508,2.5986,EOA,1–100,21525891
4,144970,1.0006,EOA,1–100,21525891
5,68407,0.4721,EOA,1–100,21525891
51–100,351,0.0024,EOA,1–100,21525891
6–10,84513,0.5833,EOA,1–100,21525891
>100,153,0.0011,EOA,1–100,21525891
1,61351,49.0675,EOA,">100,000",21525891
11–20,6313,5.049,EOA,">100,000",21525891
2,21391,17.1081,EOA,">100,000",21525891
21–50,3094,2.4745,EOA,">100,000",21525891
3,10023,8.0162,EOA,">100,000",21525891
4,6014,4.8099,EOA,">100,000",21525891
5,4397,3.5166,EOA,">100,000",21525891
51–100,594,0.4751,EOA,">100,000",21525891
6–10,11456,9.1623,EOA,">100,000",21525891
>100,401,0.3207,EOA,">100,000",21525891
0,11,0.0038,CA,0–1,21747950
1,287683,99.1884,CA,0–1,21747950
11–20,6,0.0021,CA,0–1,21747950
2,2200,0.7585,CA,0–1,21747950
21–50,1,0.0003,CA,0–1,21747950
3,61,0.021,CA,0–1,21747950
4,23,0.0079,CA,0–1,21747950
5,14,0.0048,CA,0–1,21747950
6–10,38,0.0131,CA,0–1,21747950
1,26947,94.425,CA,"1,000–10,000",21747950
11–20,14,0.0491,CA,"1,000–10,000",21747950
2,1086,3.8055,CA,"1,000–10,000",21747950
21–50,4,0.014,CA,"1,000–10,000",21747950
3,230,0.8059,CA,"1,000–10,000",21747950
4,113,0.396,CA,"1,000–10,000",21747950
5,51,0.1787,CA,"1,000–10,000",21747950
6–10,93,0.3259,CA,"1,000–10,000",21747950
1,4536,72.103,CA,"10,000–100,000",21747950
11–20,31,0.4928,CA,"10,000–100,000",21747950
2,1406,22.3494,CA,"10,000–100,000",21747950
21–50,5,0.0795,CA,"10,000–100,000",21747950
3,152,2.4162,CA,"10,000–100,000",21747950
4,50,0.7948,CA,"10,000–100,000",21747950
5,32,0.5087,CA,"10,000–100,000",21747950
6–10,79,1.2558,CA,"10,000–100,000",21747950
1,13687,89.7214,CA,"100–1,000",21747950
11–20,12,0.0787,CA,"100–1,000",21747950
2,1165,7.6368,CA,"100–1,000",21747950
21–50,1,0.0066,CA,"100–1,000",21747950
3,206,1.3504,CA,"100–1,000",21747950
4,93,0.6096,CA,"100–1,000",21747950
5,31,0.2032,CA,"100–1,000",21747950
6–10,60,0.3933,CA,"100–1,000",21747950
1,64172,96.8722,CA,1–100,21747950
11–20,11,0.0166,CA,1–100,21747950
2,1749,2.6402,CA,1–100,21747950
3,168,0.2536,CA,1–100,21747950
4,52,0.0785,CA,1–100,21747950
5,34,0.0513,CA,1–100,21747950
6–10,58,0.0876,CA,1–100,21747950
1,672,31.5641,CA,">100,000",21747950
11–20,22,1.0333,CA,">100,000",21747950
2,1116,52.419,CA,">100,000",21747950
21–50,9,0.4227,CA,">100,000",21747950
3,177,8.3138,CA,">100,000",21747950
4,55,2.5834,CA,">100,000",21747950
5,33,1.55,CA,">100,000",21747950
51–100,6,0.2818,CA,">100,000",21747950
6–10,39,1.8318,CA,">100,000",21747950
0,44143,0.4451,EOA,0–1,21747950
1,9073598,91.4975,EOA,0–1,21747950
11–20,4487,0.0452,EOA,0–1,21747950
2,580866,5.8574,EOA,0–1,21747950
21–50,1261,0.0127,EOA,0–1,21747950
3,126706,1.2777,EOA,0–1,21747950
4,43606,0.4397,EOA,0–1,21747950
5,20559,0.2073,EOA,0–1,21747950
51–100,225,0.0023,EOA,0–1,21747950
6–10,21134,0.2131,EOA,0–1,21747950
>100,189,0.0019,EOA,0–1,21747950
1,699966,46.8307,EOA,"1,000–10,000",21747950
11–20,52002,3.4792,EOA,"1,000–10,000",21747950
2,265439,17.759,EOA,"1,000–10,000",21747950
21–50,12342,0.8257,EOA,"1,000–10,000",21747950
3,153099,10.243,EOA,"1,000–10,000",21747950
4,98997,6.6233,EOA,"1,000–10,000",21747950
5,68047,4.5526,EOA,"1,000–10,000",21747950
51–100,865,0.0579,EOA,"1,000–10,000",21747950
6–10,143632,9.6096,EOA,"1,000–10,000",21747950
>100,284,0.019,EOA,"1,000–10,000",21747950
1,169443,39.264,EOA,"10,000–100,000",21747950
11–20,29444,6.8229,EOA,"10,000–100,000",21747950
2,72475,16.7942,EOA,"10,000–100,000",21747950
21–50,10614,2.4595,EOA,"10,000–100,000",21747950
3,41903,9.7099,EOA,"10,000–100,000",21747950
4,29207,6.768,EOA,"10,000–100,000",21747950
5,21709,5.0305,EOA,"10,000–100,000",21747950
51–100,1149,0.2663,EOA,"10,000–100,000",21747950
6–10,55302,12.8148,EOA,"10,000–100,000",21747950
>100,302,0.07,EOA,"10,000–100,000",21747950
1,2756939,67.9475,EOA,"100–1,000",21747950
11–20,28386,0.6996,EOA,"100–1,000",21747950
2,646702,15.9386,EOA,"100–1,000",21747950
21–50,5225,0.1288,EOA,"100–1,000",21747950
3,275571,6.7917,EOA,"100–1,000",21747950
4,141164,3.4791,EOA,"100–1,000",21747950
5,79203,1.952,EOA,"100–1,000",21747950
51–100,418,0.0103,EOA,"100–1,000",21747950
6–10,123690,3.0485,EOA,"100–1,000",21747950
>100,156,0.0038,EOA,"100–1,000",21747950
1,11917942,84.0592,EOA,1–100,21747950
11–20,17044,0.1202,EOA,1–100,21747950
2,1525822,10.7619,EOA,1–100,21747950
21–50,3497,0.0247,EOA,1–100,21747950
3,395657,2.7906,EOA,1–100,21747950
4,153172,1.0803,EOA,1–100,21747950
5,73138,0.5159,EOA,1–100,21747950
51–100,389,0.0027,EOA,1–100,21747950
6–10,91209,0.6433,EOA,1–100,21747950
>100,165,0.0012,EOA,1–100,21747950
1,60631,50.1435,EOA,">100,000",21747950
11–20,5517,4.5627,EOA,">100,000",21747950
2,21347,17.6546,EOA,">100,000",21747950
21–50,2750,2.2743,EOA,">100,000",21747950
3,9646,7.9775,EOA,">100,000",21747950
4,5602,4.633,EOA,">100,000",21747950
5,4032,3.3346,EOA,">100,000",21747950
51–100,536,0.4433,EOA,">100,000",21747950
6–10,10457,8.6482,EOA,">100,000",21747950
>100,397,0.3283,EOA,">100,000",21747950
0,11,0.0037,CA,0–1,21948292
1,294654,99.155,CA,0–1,21948292
11–20,6,0.002,CA,0–1,21948292
2,2342,0.7881,CA,0–1,21948292
21–50,1,0.0003,CA,0–1,21948292
3,71,0.0239,CA,0–1,21948292
4,23,0.0077,CA,0–1,21948292
5,13,0.0044,CA,0–1,21948292
6–10,44,0.0148,CA,0–1,21948292
1,26573,94.1837,CA,"1,000–10,000",21948292
11–20,17,0.0603,CA,"1,000–10,000",21948292
2,1150,4.076,CA,"1,000–10,000",21948292
21–50,3,0.0106,CA,"1,000–10,000",21948292
3,222,0.7868,CA,"1,000–10,000",21948292
4,99,0.3509,CA,"1,000–10,000",21948292
5,49,0.1737,CA,"1,000–10,000",21948292
6–10,101,0.358,CA,"1,000–10,000",21948292
1,2901,61.5401,CA,"10,000–100,000",21948292
11–20,34,0.7213,CA,"10,000–100,000",21948292
2,1460,30.9716,CA,"10,000–100,000",21948292
21–50,9,0.1909,CA,"10,000–100,000",21948292
3,161,3.4154,CA,"10,000–100,000",21948292
4,53,1.1243,CA,"10,000–100,000",21948292
5,29,0.6152,CA,"10,000–100,000",21948292
6–10,67,1.4213,CA,"10,000–100,000",21948292
1,13238,89.3373,CA,"100–1,000",21948292
11–20,14,0.0945,CA,"100–1,000",21948292
2,1147,7.7406,CA,"100–1,000",21948292
21–50,1,0.0067,CA,"100–1,000",21948292
3,213,1.4374,CA,"100–1,000",21948292
4,100,0.6749,CA,"100–1,000",21948292
5,37,0.2497,CA,"100–1,000",21948292
6–10,68,0.4589,CA,"100–1,000",21948292
1,64423,96.7385,CA,1–100,21948292
11–20,12,0.018,CA,1–100,21948292
2,1805,2.7104,CA,1–100,21948292
3,193,0.2898,CA,1–100,21948292
4,64,0.0961,CA,1–100,21948292
5,36,0.0541,CA,1–100,21948292
6–10,62,0.0931,CA,1–100,21948292
1,495,29.3246,CA,">100,000",21948292
11–20,18,1.0664,CA,">100,000",21948292
2,892,52.8436,CA,">100,000",21948292
21–50,8,0.4739,CA,">100,000",21948292
3,156,9.2417,CA,">100,000",21948292
4,47,2.7844,CA,">100,000",21948292
5,29,1.718,CA,">100,000",21948292
51–100,6,0.3555,CA,">100,000",21948292
6–10,37,2.1919,CA,">100,000",21948292
0,45133,0.4231,EOA,0–1,21948292
1,9724233,91.1679,EOA,0–1,21948292
11–20,5332,0.05,EOA,0–1,21948292
2,649861,6.0927,EOA,0–1,21948292
21–50,1441,0.0135,EOA,0–1,21948292
3,142317,1.3343,EOA,0–1,21948292
4,49597,0.465,EOA,0–1,21948292
5,23401,0.2194,EOA,0–1,21948292
51–100,255,0.0024,EOA,0–1,21948292
6–10,24506,0.2298,EOA,0–1,21948292
>100,213,0.002,EOA,0–1,21948292
1,613617,46.8506,EOA,"1,000–10,000",21948292
11–20,51601,3.9398,EOA,"1,000–10,000",21948292
2,222526,16.9902,EOA,"1,000–10,000",21948292
21–50,13243,1.0111,EOA,"1,000–10,000",21948292
3,130053,9.9297,EOA,"1,000–10,000",21948292
4,85600,6.5357,EOA,"1,000–10,000",21948292
5,59891,4.5728,EOA,"1,000–10,000",21948292
51–100,973,0.0743,EOA,"1,000–10,000",21948292
6–10,131919,10.0722,EOA,"1,000–10,000",21948292
>100,308,0.0235,EOA,"1,000–10,000",21948292
1,146589,41.9002,EOA,"10,000–100,000",21948292
11–20,21924,6.2666,EOA,"10,000–100,000",21948292
2,59916,17.1261,EOA,"10,000–100,000",21948292
21–50,8500,2.4296,EOA,"10,000–100,000",21948292
3,32506,9.2913,EOA,"10,000–100,000",21948292
4,22171,6.3372,EOA,"10,000–100,000",21948292
5,16109,4.6045,EOA,"10,000–100,000",21948292
51–100,1020,0.2916,EOA,"10,000–100,000",21948292
6–10,40829,11.6703,EOA,"10,000–100,000",21948292
>100,289,0.0826,EOA,"10,000–100,000",21948292
1,2539347,66.7542,EOA,"100–1,000",21948292
11–20,33587,0.8829,EOA,"100–1,000",21948292
2,599820,15.768,EOA,"100–1,000",21948292
21–50,6274,0.1649,EOA,"100–1,000",21948292
3,265172,6.9708,EOA,"100–1,000",21948292
4,141456,3.7186,EOA,"100–1,000",21948292
5,82455,2.1676,EOA,"100–1,000",21948292
51–100,474,0.0125,EOA,"100–1,000",21948292
6–10,135252,3.5555,EOA,"100–1,000",21948292
>100,189,0.005,EOA,"100–1,000",21948292
1,11929664,83.0656,EOA,1–100,21948292
11–20,20348,0.1417,EOA,1–100,21948292
2,1603658,11.1662,EOA,1–100,21948292
21–50,4162,0.029,EOA,1–100,21948292
3,437281,3.0448,EOA,1–100,21948292
4,173770,1.21,EOA,1–100,21948292
5,83944,0.5845,EOA,1–100,21948292
51–100,469,0.0033,EOA,1–100,21948292
6–10,108270,0.7539,EOA,1–100,21948292
>100,170,0.0012,EOA,1–100,21948292
1,51517,51.0474,EOA,">100,000",21948292
11–20,3999,3.9625,EOA,">100,000",21948292
2,19208,19.0329,EOA,">100,000",21948292
21–50,2005,1.9867,EOA,">100,000",21948292
3,8005,7.932,EOA,">100,000",21948292
4,4445,4.4045,EOA,">100,000",21948292
5,3052,3.0242,EOA,">100,000",21948292
51–100,444,0.44,EOA,">100,000",21948292
6–10,7874,7.8022,EOA,">100,000",21948292
>100,371,0.3676,EOA,">100,000",21948292
0,11,0.0036,CA,0–1,22170335
1,302098,99.1389,CA,0–1,22170335
11–20,7,0.0023,CA,0–1,22170335
2,2444,0.802,CA,0–1,22170335
21–50,1,0.0003,CA,0–1,22170335
3,74,0.0243,CA,0–1,22170335
4,25,0.0082,CA,0–1,22170335
5,14,0.0046,CA,0–1,22170335
6–10,48,0.0158,CA,0–1,22170335
1,25638,93.9018,CA,"1,000–10,000",22170335
11–20,19,0.0696,CA,"1,000–10,000",22170335
2,1157,4.2376,CA,"1,000–10,000",22170335
21–50,3,0.011,CA,"1,000–10,000",22170335
3,225,0.8241,CA,"1,000–10,000",22170335
4,107,0.3919,CA,"1,000–10,000",22170335
5,53,0.1941,CA,"1,000–10,000",22170335
6–10,101,0.3699,CA,"1,000–10,000",22170335
1,2352,56.1873,CA,"10,000–100,000",22170335
11–20,34,0.8122,CA,"10,000–100,000",22170335
2,1491,35.6187,CA,"10,000–100,000",22170335
21–50,11,0.2628,CA,"10,000–100,000",22170335
3,147,3.5117,CA,"10,000–100,000",22170335
4,53,1.2661,CA,"10,000–100,000",22170335
5,31,0.7406,CA,"10,000–100,000",22170335
6–10,67,1.6006,CA,"10,000–100,000",22170335
1,12760,88.8827,CA,"100–1,000",22170335
11–20,13,0.0906,CA,"100–1,000",22170335
2,1158,8.0663,CA,"100–1,000",22170335
21–50,1,0.007,CA,"100–1,000",22170335
