size_bucket,wallet_count,wallet_pct,wallet_type,wealth_bucket,block
21–50,292,0.0048,EOA,0–1,16308190
3,73405,1.199,EOA,0–1,16308190
4,24594,0.4017,EOA,0–1,16308190
5,11593,0.1894,EOA,0–1,16308190
51–100,77,0.0013,EOA,0–1,16308190
6–10,9089,0.1485,EOA,0–1,16308190
>100,76,0.0012,EOA,0–1,16308190
1,433291,52.3568,EOA,"1,000–10,000",16308190
11–20,23414,2.8292,EOA,"1,000–10,000",16308190
2,144363,17.4441,EOA,"1,000–10,000",16308190
21–50,5689,0.6874,EOA,"1,000–10,000",16308190
3,77731,9.3926,EOA,"1,000–10,000",16308190
4,47644,5.7571,EOA,"1,000–10,000",16308190
5,31223,3.7728,EOA,"1,000–10,000",16308190
51–100,325,0.0393,EOA,"1,000–10,000",16308190
6–10,63819,7.7116,EOA,"1,000–10,000",16308190
>100,75,0.0091,EOA,"1,000–10,000",16308190
1,133183,53.356,EOA,"10,000–100,000",16308190
11–20,8177,3.2759,EOA,"10,000–100,000",16308190
2,44556,17.8501,EOA,"10,000–100,000",16308190
21–50,3030,1.2139,EOA,"10,000–100,000",16308190
3,21033,8.4263,EOA,"10,000–100,000",16308190
4,12737,5.1027,EOA,"10,000–100,000",16308190
5,8364,3.3508,EOA,"10,000–100,000",16308190
51–100,314,0.1258,EOA,"10,000–100,000",16308190
6–10,18114,7.2569,EOA,"10,000–100,000",16308190
>100,104,0.0417,EOA,"10,000–100,000",16308190
1,1735175,67.9467,EOA,"100–1,000",16308190
11–20,16092,0.6301,EOA,"100–1,000",16308190
2,410016,16.0556,EOA,"100–1,000",16308190
21–50,2394,0.0937,EOA,"100–1,000",16308190
3,175498,6.8722,EOA,"100–1,000",16308190
4,88538,3.467,EOA,"100–1,000",16308190
5,50208,1.9661,EOA,"100–1,000",16308190
51–100,119,0.0047,EOA,"100–1,000",16308190
6–10,75653,2.9625,EOA,"100–1,000",16308190
>100,35,0.0014,EOA,"100–1,000",16308190
1,8706962,84.6708,EOA,1–100,16308190
11–20,7866,0.0765,EOA,1–100,16308190
2,1110384,10.7979,EOA,1–100,16308190
21–50,1320,0.0128,EOA,1–100,16308190
3,266680,2.5933,EOA,1–100,16308190
4,96535,0.9388,EOA,1–100,16308190
5,43776,0.4257,EOA,1–100,16308190
51–100,102,0.001,EOA,1–100,16308190
6–10,49638,0.4827,EOA,1–100,16308190
>100,54,0.0005,EOA,1–100,16308190
1,62222,62.0922,EOA,">100,000",16308190
11–20,2196,2.1914,EOA,">100,000",16308190
2,16787,16.752,EOA,">100,000",16308190
21–50,968,0.966,EOA,">100,000",16308190
3,7192,7.177,EOA,">100,000",16308190
4,3790,3.7821,EOA,">100,000",16308190
5,2255,2.2503,EOA,">100,000",16308190
51–100,176,0.1756,EOA,">100,000",16308190
6–10,4496,4.4866,EOA,">100,000",16308190
>100,127,0.1267,EOA,">100,000",16308190
0,11,0.0106,CA,0–1,16530248
1,102455,98.5286,CA,0–1,16530248
11–20,6,0.0058,CA,0–1,16530248
2,1411,1.3569,CA,0–1,16530248
21–50,1,0.001,CA,0–1,16530248
3,43,0.0414,CA,0–1,16530248
4,14,0.0135,CA,0–1,16530248
5,10,0.0096,CA,0–1,16530248
6–10,34,0.0327,CA,0–1,16530248
1,8564,88.4254,CA,"1,000–10,000",16530248
11–20,11,0.1136,CA,"1,000–10,000",16530248
2,816,8.4254,CA,"1,000–10,000",16530248
21–50,4,0.0413,CA,"1,000–10,000",16530248
3,135,1.3939,CA,"1,000–10,000",16530248
4,73,0.7537,CA,"1,000–10,000",16530248
5,25,0.2581,CA,"1,000–10,000",16530248
6–10,57,0.5885,CA,"1,000–10,000",16530248
1,2247,68.863,CA,"10,000–100,000",16530248
11–20,14,0.4291,CA,"10,000–100,000",16530248
2,770,23.5979,CA,"10,000–100,000",16530248
21–50,3,0.0919,CA,"10,000–100,000",16530248
3,120,3.6776,CA,"10,000–100,000",16530248
4,34,1.042,CA,"10,000–100,000",16530248
5,30,0.9194,CA,"10,000–100,000",16530248
6–10,45,1.3791,CA,"10,000–100,000",16530248
1,6902,86.5455,CA,"100–1,000",16530248
11–20,6,0.0752,CA,"100–1,000",16530248
2,830,10.4075,CA,"100–1,000",16530248
21–50,1,0.0125,CA,"100–1,000",16530248
3,122,1.5298,CA,"100–1,000",16530248
4,48,0.6019,CA,"100–1,000",16530248
5,24,0.3009,CA,"100–1,000",16530248
6–10,42,0.5266,CA,"100–1,000",16530248
1,22794,93.9533,CA,1–100,16530248
11–20,10,0.0412,CA,1–100,16530248
2,1214,5.0039,CA,1–100,16530248
3,116,0.4781,CA,1–100,16530248
4,46,0.1896,CA,1–100,16530248
5,34,0.1401,CA,1–100,16530248
6–10,47,0.1937,CA,1–100,16530248
1,575,40.7512,CA,">100,000",16530248
11–20,11,0.7796,CA,">100,000",16530248
2,616,43.657,CA,">100,000",16530248
21–50,9,0.6378,CA,">100,000",16530248
3,137,9.7094,CA,">100,000",16530248
4,39,2.764,CA,">100,000",16530248
5,10,0.7087,CA,">100,000",16530248
6–10,14,0.9922,CA,">100,000",16530248
0,43616,0.7307,EOA,0–1,16530248
1,5484373,91.8831,EOA,0–1,16530248
11–20,1343,0.0225,EOA,0–1,16530248
2,328087,5.4966,EOA,0–1,16530248
21–50,279,0.0047,EOA,0–1,16530248
3,68553,1.1485,EOA,0–1,16530248
4,22924,0.3841,EOA,0–1,16530248
5,10993,0.1842,EOA,0–1,16530248
51–100,77,0.0013,EOA,0–1,16530248
6–10,8540,0.1431,EOA,0–1,16530248
>100,75,0.0013,EOA,0–1,16530248
1,497621,51.2505,EOA,"1,000–10,000",16530248
11–20,25177,2.593,EOA,"1,000–10,000",16530248
2,176275,18.1547,EOA,"1,000–10,000",16530248
21–50,5491,0.5655,EOA,"1,000–10,000",16530248
3,95655,9.8516,EOA,"1,000–10,000",16530248
4,58101,5.9839,EOA,"1,000–10,000",16530248
5,37887,3.902,EOA,"1,000–10,000",16530248
51–100,294,0.0303,EOA,"1,000–10,000",16530248
6–10,74388,7.6613,EOA,"1,000–10,000",16530248
>100,70,0.0072,EOA,"1,000–10,000",16530248
1,142958,50.6834,EOA,"10,000–100,000",16530248
11–20,10765,3.8166,EOA,"10,000–100,000",16530248
2,50016,17.7323,EOA,"10,000–100,000",16530248
21–50,3883,1.3767,EOA,"10,000–100,000",16530248
3,24963,8.8502,EOA,"10,000–100,000",16530248
4,15486,5.4903,EOA,"10,000–100,000",16530248
5,10337,3.6648,EOA,"10,000–100,000",16530248
51–100,388,0.1376,EOA,"10,000–100,000",16530248
6–10,23155,8.2092,EOA,"10,000–100,000",16530248
>100,110,0.039,EOA,"10,000–100,000",16530248
1,1898710,69.1359,EOA,"100–1,000",16530248
11–20,13963,0.5084,EOA,"100–1,000",16530248
2,441259,16.0671,EOA,"100–1,000",16530248
21–50,2110,0.0768,EOA,"100–1,000",16530248
3,182400,6.6416,EOA,"100–1,000",16530248
4,88573,3.2251,EOA,"100–1,000",16530248
5,48893,1.7803,EOA,"100–1,000",16530248
51–100,111,0.004,EOA,"100–1,000",16530248
6–10,70291,2.5594,EOA,"100–1,000",16530248
>100,34,0.0012,EOA,"100–1,000",16530248
1,8724519,85.2691,EOA,1–100,16530248
11–20,7348,0.0718,EOA,1–100,16530248
2,1076881,10.5249,EOA,1–100,16530248
21–50,1235,0.0121,EOA,1–100,16530248
3,249848,2.4419,EOA,1–100,16530248
4,88371,0.8637,EOA,1–100,16530248
5,39502,0.3861,EOA,1–100,16530248
51–100,86,0.0008,EOA,1–100,16530248
6–10,43908,0.4291,EOA,1–100,16530248
>100,55,0.0005,EOA,1–100,16530248
1,70833,63.077,EOA,">100,000",16530248
11–20,2542,2.2637,EOA,">100,000",16530248
2,17879,15.9213,EOA,">100,000",16530248
21–50,1135,1.0107,EOA,">100,000",16530248
3,7641,6.8043,EOA,">100,000",16530248
4,4236,3.7722,EOA,">100,000",16530248
5,2478,2.2067,EOA,">100,000",16530248
51–100,203,0.1808,EOA,">100,000",16530248
6–10,5202,4.6324,EOA,">100,000",16530248
>100,147,0.1309,EOA,">100,000",16530248
0,11,0.0102,CA,0–1,16730072
1,106619,98.5734,CA,0–1,16730072
11–20,5,0.0046,CA,0–1,16730072
2,1425,1.3175,CA,0–1,16730072
21–50,1,0.0009,CA,0–1,16730072
3,44,0.0407,CA,0–1,16730072
4,15,0.0139,CA,0–1,16730072
5,10,0.0092,CA,0–1,16730072
6–10,32,0.0296,CA,0–1,16730072
1,8671,88.6243,CA,"1,000–10,000",16730072
11–20,13,0.1329,CA,"1,000–10,000",16730072
2,802,8.1971,CA,"1,000–10,000",16730072
21–50,4,0.0409,CA,"1,000–10,000",16730072
3,137,1.4002,CA,"1,000–10,000",16730072
4,73,0.7461,CA,"1,000–10,000",16730072
5,26,0.2657,CA,"1,000–10,000",16730072
6–10,58,0.5928,CA,"1,000–10,000",16730072
1,2305,69.0326,CA,"10,000–100,000",16730072
11–20,14,0.4193,CA,"10,000–100,000",16730072
2,785,23.51,CA,"10,000–100,000",16730072
21–50,3,0.0898,CA,"10,000–100,000",16730072
3,121,3.6238,CA,"10,000–100,000",16730072
4,35,1.0482,CA,"10,000–100,000",16730072
5,31,0.9284,CA,"10,000–100,000",16730072
6–10,45,1.3477,CA,"10,000–100,000",16730072
1,7173,86.9455,CA,"100–1,000",16730072
11–20,7,0.0848,CA,"100–1,000",16730072
2,843,10.2182,CA,"100–1,000",16730072
21–50,1,0.0121,CA,"100–1,000",16730072
3,117,1.4182,CA,"100–1,000",16730072
4,46,0.5576,CA,"100–1,000",16730072
5,23,0.2788,CA,"100–1,000",16730072
6–10,40,0.4848,CA,"100–1,000",16730072
1,24766,94.3503,CA,1–100,16730072
11–20,9,0.0343,CA,1–100,16730072
2,1229,4.6821,CA,1–100,16730072
3,117,0.4457,CA,1–100,16730072
4,45,0.1714,CA,1–100,16730072
5,34,0.1295,CA,1–100,16730072
6–10,49,0.1867,CA,1–100,16730072
1,600,40.7886,CA,">100,000",16730072
11–20,12,0.8158,CA,">100,000",16730072
2,644,43.7797,CA,">100,000",16730072
21–50,9,0.6118,CA,">100,000",16730072
3,138,9.3814,CA,">100,000",16730072
4,40,2.7192,CA,">100,000",16730072
5,11,0.7478,CA,">100,000",16730072
6–10,17,1.1557,CA,">100,000",16730072
0,43621,0.7087,EOA,0–1,16730072
1,5668539,92.0953,EOA,0–1,16730072
11–20,1361,0.0221,EOA,0–1,16730072
2,329842,5.3589,EOA,0–1,16730072
21–50,291,0.0047,EOA,0–1,16730072
3,69183,1.124,EOA,0–1,16730072
4,22507,0.3657,EOA,0–1,16730072
5,10973,0.1783,EOA,0–1,16730072
51–100,74,0.0012,EOA,0–1,16730072
6–10,8613,0.1399,EOA,0–1,16730072
>100,75,0.0012,EOA,0–1,16730072
1,510449,50.4243,EOA,"1,000–10,000",16730072
11–20,26272,2.5953,EOA,"1,000–10,000",16730072
2,186944,18.4671,EOA,"1,000–10,000",16730072
21–50,5549,0.5482,EOA,"1,000–10,000",16730072
3,101749,10.0512,EOA,"1,000–10,000",16730072
4,62084,6.1329,EOA,"1,000–10,000",16730072
5,40167,3.9679,EOA,"1,000–10,000",16730072
51–100,299,0.0295,EOA,"1,000–10,000",16730072
6–10,78721,7.7764,EOA,"1,000–10,000",16730072
>100,73,0.0072,EOA,"1,000–10,000",16730072
1,141225,48.4153,EOA,"10,000–100,000",16730072
11–20,12042,4.1283,EOA,"10,000–100,000",16730072
2,52741,18.0809,EOA,"10,000–100,000",16730072
21–50,4399,1.5081,EOA,"10,000–100,000",16730072
3,26865,9.21,EOA,"10,000–100,000",16730072
4,16861,5.7804,EOA,"10,000–100,000",16730072
5,11258,3.8595,EOA,"10,000–100,000",16730072
51–100,403,0.1382,EOA,"10,000–100,000",16730072
6–10,25782,8.8387,EOA,"10,000–100,000",16730072
>100,119,0.0408,EOA,"10,000–100,000",16730072
1,1849714,68.2611,EOA,"100–1,000",16730072
11–20,13474,0.4972,EOA,"100–1,000",16730072
2,449701,16.5956,EOA,"100–1,000",16730072
21–50,2100,0.0775,EOA,"100–1,000",16730072
3,185260,6.8368,EOA,"100–1,000",16730072
4,89887,3.3172,EOA,"100–1,000",16730072
5,49269,1.8182,EOA,"100–1,000",16730072
51–100,106,0.0039,EOA,"100–1,000",16730072
6–10,70217,2.5913,EOA,"100–1,000",16730072
>100,33,0.0012,EOA,"100–1,000",16730072
1,8710876,85.3567,EOA,1–100,16730072
11–20,7161,0.0702,EOA,1–100,16730072
2,1072322,10.5075,EOA,1–100,16730072
21–50,1198,0.0117,EOA,1–100,16730072
3,246173,2.4122,EOA,1–100,16730072
4,86858,0.8511,EOA,1–100,16730072
5,38222,0.3745,EOA,1–100,16730072
51–100,87,0.0009,EOA,1–100,16730072
6–10,42301,0.4145,EOA,1–100,16730072
>100,61,0.0006,EOA,1–100,16730072
1,72770,63.1191,EOA,">100,000",16730072
11–20,2655,2.3029,EOA,">100,000",16730072
2,18107,15.7056,EOA,">100,000",16730072
21–50,1263,1.0955,EOA,">100,000",16730072
3,7687,6.6675,EOA,">100,000",16730072
4,4388,3.8061,EOA,">100,000",16730072
5,2520,2.1858,EOA,">100,000",16730072
51–100,213,0.1848,EOA,">100,000",16730072
6–10,5532,4.7983,EOA,">100,000",16730072
>100,155,0.1344,EOA,">100,000",16730072
0,11,0.0097,CA,0–1,16950603
1,112254,98.6233,CA,0–1,16950603
11–20,5,0.0044,CA,0–1,16950603
2,1448,1.2722,CA,0–1,16950603
21–50,1,0.0009,CA,0–1,16950603
3,44,0.0387,CA,0–1,16950603
4,15,0.0132,CA,0–1,16950603
5,10,0.0088,CA,0–1,16950603
6–10,33,0.029,CA,0–1,16950603
1,9276,88.8165,CA,"1,000–10,000",16950603
11–20,12,0.1149,CA,"1,000–10,000",16950603
2,855,8.1865,CA,"1,000–10,000",16950603
21–50,3,0.0287,CA,"1,000–10,000",16950603
3,139,1.3309,CA,"1,000–10,000",16950603
4,74,0.7085,CA,"1,000–10,000",16950603
5,27,0.2585,CA,"1,000–10,000",16950603
6–10,58,0.5553,CA,"1,000–10,000",16950603
1,2551,70.9005,CA,"10,000–100,000",16950603
11–20,16,0.4447,CA,"10,000–100,000",16950603
2,793,22.04,CA,"10,000–100,000",16950603
21–50,4,0.1112,CA,"10,000–100,000",16950603
3,123,3.4186,CA,"10,000–100,000",16950603
4,35,0.9728,CA,"10,000–100,000",16950603
5,30,0.8338,CA,"10,000–100,000",16950603
6–10,46,1.2785,CA,"10,000–100,000",16950603
1,7690,87.6353,CA,"100–1,000",16950603
11–20,7,0.0798,CA,"100–1,000",16950603
2,849,9.6752,CA,"100–1,000",16950603
21–50,1,0.0114,CA,"100–1,000",16950603
3,115,1.3105,CA,"100–1,000",16950603
4,49,0.5584,CA,"100–1,000",16950603
5,23,0.2621,CA,"100–1,000",16950603
6–10,41,0.4672,CA,"100–1,000",16950603
1,26462,94.6051,CA,1–100,16950603
11–20,9,0.0322,CA,1–100,16950603
2,1253,4.4796,CA,1–100,16950603
3,120,0.429,CA,1–100,16950603
4,43,0.1537,CA,1–100,16950603
5,35,0.1251,CA,1–100,16950603
6–10,49,0.1752,CA,1–100,16950603
1,613,40.6768,CA,">100,000",16950603
11–20,11,0.7299,CA,">100,000",16950603
2,668,44.3265,CA,">100,000",16950603
21–50,8,0.5309,CA,">100,000",16950603
3,139,9.2236,CA,">100,000",16950603
4,37,2.4552,CA,">100,000",16950603
5,12,0.7963,CA,">100,000",16950603
51–100,1,0.0664,CA,">100,000",16950603
6–10,18,1.1944,CA,">100,000",16950603
0,43605,0.7107,EOA,0–1,16950603
1,5634916,91.8391,EOA,0–1,16950603
11–20,1403,0.0229,EOA,0–1,16950603
2,340957,5.557,EOA,0–1,16950603
21–50,313,0.0051,EOA,0–1,16950603
3,71101,1.1588,EOA,0–1,16950603
4,23109,0.3766,EOA,0–1,16950603
5,11183,0.1823,EOA,0–1,16950603
51–100,79,0.0013,EOA,0–1,16950603
6–10,8894,0.145,EOA,0–1,16950603
>100,82,0.0013,EOA,0–1,16950603
1,499731,50.1921,EOA,"1,000–10,000",16950603
11–20,26873,2.6991,EOA,"1,000–10,000",16950603
2,182409,18.3209,EOA,"1,000–10,000",16950603
21–50,5739,0.5764,EOA,"1,000–10,000",16950603
3,99821,10.0259,EOA,"1,000–10,000",16950603
4,61281,6.155,EOA,"1,000–10,000",16950603
5,40041,4.0217,EOA,"1,000–10,000",16950603
51–100,325,0.0326,EOA,"1,000–10,000",16950603
6–10,79342,7.969,EOA,"1,000–10,000",16950603
>100,74,0.0074,EOA,"1,000–10,000",16950603
1,139871,48.8791,EOA,"10,000–100,000",16950603
11–20,11946,4.1746,EOA,"10,000–100,000",16950603
2,50829,17.7626,EOA,"10,000–100,000",16950603
21–50,4316,1.5083,EOA,"10,000–100,000",16950603
3,26145,9.1366,EOA,"10,000–100,000",16950603
4,16469,5.7552,EOA,"10,000–100,000",16950603
5,10964,3.8315,EOA,"10,000–100,000",16950603
51–100,414,0.1447,EOA,"10,000–100,000",16950603
6–10,25088,8.7672,EOA,"10,000–100,000",16950603
>100,115,0.0402,EOA,"10,000–100,000",16950603
1,1855601,68.5256,EOA,"100–1,000",16950603
11–20,14012,0.5174,EOA,"100–1,000",16950603
2,440490,16.2669,EOA,"100–1,000",16950603
21–50,2217,0.0819,EOA,"100–1,000",16950603
3,183934,6.7925,EOA,"100–1,000",16950603
4,90153,3.3293,EOA,"100–1,000",16950603
5,49355,1.8226,EOA,"100–1,000",16950603
51–100,110,0.0041,EOA,"100–1,000",16950603
6–10,71986,2.6584,EOA,"100–1,000",16950603
>100,38,0.0014,EOA,"100–1,000",16950603
1,8852843,85.3768,EOA,1–100,16950603
11–20,7606,0.0734,EOA,1–100,16950603
2,1082269,10.4374,EOA,1–100,16950603
21–50,1250,0.0121,EOA,1–100,16950603
3,250406,2.4149,EOA,1–100,16950603
4,90030,0.8682,EOA,1–100,16950603
5,40174,0.3874,EOA,1–100,16950603
51–100,95,0.0009,EOA,1–100,16950603
6–10,44402,0.4282,EOA,1–100,16950603
>100,64,0.0006,EOA,1–100,16950603
1,70202,63.2969,EOA,">100,000",16950603
11–20,2603,2.347,EOA,">100,000",16950603
2,17099,15.4171,EOA,">100,000",16950603
21–50,1213,1.0937,EOA,">100,000",16950603
3,7431,6.7001,EOA,">100,000",16950603
4,4227,3.8112,EOA,">100,000",16950603
5,2460,2.218,EOA,">100,000",16950603
51–100,221,0.1993,EOA,">100,000",16950603
6–10,5294,4.7733,EOA,">100,000",16950603
>100,159,0.1434,EOA,">100,000",16950603
0,11,0.009,CA,0–1,17162287
1,120591,98.6857,CA,0–1,17162287
11–20,5,0.0041,CA,0–1,17162287
2,1482,1.2128,CA,0–1,17162287
21–50,1,0.0008,CA,0–1,17162287
3,46,0.0376,CA,0–1,17162287
4,18,0.0147,CA,0–1,17162287
5,10,0.0082,CA,0–1,17162287
6–10,33,0.027,CA,0–1,17162287
1,10714,89.8826,CA,"1,000–10,000",17162287
11–20,11,0.0923,CA,"1,000–10,000",17162287
2,878,7.3658,CA,"1,000–10,000",17162287
21–50,3,0.0252,CA,"1,000–10,000",17162287
3,153,1.2836,CA,"1,000–10,000",17162287
4,75,0.6292,CA,"1,000–10,000",17162287
5,28,0.2349,CA,"1,000–10,000",17162287
6–10,58,0.4866,CA,"1,000–10,000",17162287
1,2725,71.7105,CA,"10,000–100,000",17162287
11–20,17,0.4474,CA,"10,000–100,000",17162287
2,828,21.7895,CA,"10,000–100,000",17162287
21–50,4,0.1053,CA,"10,000–100,000",17162287
3,111,2.9211,CA,"10,000–100,000",17162287
4,36,0.9474,CA,"10,000–100,000",17162287
5,29,0.7632,CA,"10,000–100,000",17162287
6–10,50,1.3158,CA,"10,000–100,000",17162287
1,8123,87.8732,CA,"100–1,000",17162287
11–20,8,0.0865,CA,"100–1,000",17162287
2,874,9.4548,CA,"100–1,000",17162287
21–50,1,0.0108,CA,"100–1,000",17162287
3,120,1.2981,CA,"100–1,000",17162287
4,51,0.5517,CA,"100–1,000",17162287
5,23,0.2488,CA,"100–1,000",17162287
6–10,44,0.476,CA,"100–1,000",17162287
1,28824,94.8501,CA,1–100,17162287
11–20,9,0.0296,CA,1–100,17162287
2,1307,4.3009,CA,1–100,17162287
3,120,0.3949,CA,1–100,17162287
4,44,0.1448,CA,1–100,17162287
5,35,0.1152,CA,1–100,17162287
6–10,50,0.1645,CA,1–100,17162287
1,593,40.5609,CA,">100,000",17162287
11–20,11,0.7524,CA,">100,000",17162287
2,647,44.2544,CA,">100,000",17162287
21–50,8,0.5472,CA,">100,000",17162287
3,137,9.3707,CA,">100,000",17162287
4,39,2.6676,CA,">100,000",17162287
5,13,0.8892,CA,">100,000",17162287
51–100,1,0.0684,CA,">100,000",17162287
6–10,13,0.8892,CA,">100,000",17162287
0,43605,0.7013,EOA,0–1,17162287
1,5707169,91.7916,EOA,0–1,17162287
11–20,1438,0.0231,EOA,0–1,17162287
2,347678,5.5919,EOA,0–1,17162287
21–50,300,0.0048,EOA,0–1,17162287
3,72923,1.1729,EOA,0–1,17162287
4,23695,0.3811,EOA,0–1,17162287
5,11456,0.1843,EOA,0–1,17162287
51–100,83,0.0013,EOA,0–1,17162287
6–10,9100,0.1464,EOA,0–1,17162287
>100,82,0.0013,EOA,0–1,17162287
1,489338,49.9893,EOA,"1,000–10,000",17162287
11–20,27527,2.8121,EOA,"1,000–10,000",17162287
2,176865,18.068,EOA,"1,000–10,000",17162287
21–50,5976,0.6105,EOA,"1,000–10,000",17162287
3,98031,10.0146,EOA,"1,000–10,000",17162287
4,60509,6.1814,EOA,"1,000–10,000",17162287
5,39948,4.081,EOA,"1,000–10,000",17162287
51–100,346,0.0353,EOA,"1,000–10,000",17162287
6–10,80271,8.2002,EOA,"1,000–10,000",17162287
>100,74,0.0076,EOA,"1,000–10,000",17162287
1,140744,49.4232,EOA,"10,000–100,000",17162287
11–20,11844,4.1591,EOA,"10,000–100,000",17162287
2,50076,17.5845,EOA,"10,000–100,000",17162287
21–50,4257,1.4949,EOA,"10,000–100,000",17162287
3,25872,9.0851,EOA,"10,000–100,000",17162287
4,16121,5.661,EOA,"10,000–100,000",17162287
5,10679,3.75,EOA,"10,000–100,000",17162287
51–100,432,0.1517,EOA,"10,000–100,000",17162287
6–10,24627,8.6479,EOA,"10,000–100,000",17162287
>100,121,0.0425,EOA,"10,000–100,000",17162287
1,1930202,68.5816,EOA,"100–1,000",17162287
11–20,14967,0.5318,EOA,"100–1,000",17162287
2,453718,16.121,EOA,"100–1,000",17162287
21–50,2322,0.0825,EOA,"100–1,000",17162287
3,190518,6.7693,EOA,"100–1,000",17162287
4,94510,3.358,EOA,"100–1,000",17162287
5,51955,1.846,EOA,"100–1,000",17162287
51–100,110,0.0039,EOA,"100–1,000",17162287
6–10,76119,2.7046,EOA,"100–1,000",17162287
>100,40,0.0014,EOA,"100–1,000",17162287
1,9002060,85.3536,EOA,1–100,17162287
11–20,7909,0.075,EOA,1–100,17162287
2,1100551,10.4349,EOA,1–100,17162287
21–50,1338,0.0127,EOA,1–100,17162287
3,255633,2.4238,EOA,1–100,17162287
4,92364,0.8758,EOA,1–100,17162287
5,41116,0.3898,EOA,1–100,17162287
51–100,108,0.001,EOA,1–100,17162287
6–10,45634,0.4327,EOA,1–100,17162287
>100,71,0.0007,EOA,1–100,17162287
1,71355,64.1272,EOA,">100,000",17162287
11–20,2538,2.2809,EOA,">100,000",17162287
2,16761,15.0632,EOA,">100,000",17162287
21–50,1223,1.0991,EOA,">100,000",17162287
3,7317,6.5758,EOA,">100,000",17162287
4,4092,3.6775,EOA,">100,000",17162287
5,2418,2.1731,EOA,">100,000",17162287
51–100,218,0.1959,EOA,">100,000",17162287
6–10,5181,4.6562,EOA,">100,000",17162287
>100,168,0.151,EOA,">100,000",17162287
0,11,0.0081,CA,0–1,17382266
1,134408,98.7749,CA,0–1,17382266
11–20,6,0.0044,CA,0–1,17382266
2,1535,1.1281,CA,0–1,17382266
21–50,1,0.0007,CA,0–1,17382266
3,50,0.0367,CA,0–1,17382266
4,19,0.014,CA,0–1,17382266
5,9,0.0066,CA,0–1,17382266
6–10,36,0.0265,CA,0–1,17382266
1,13767,91.6822,CA,"1,000–10,000",17382266
11–20,10,0.0666,CA,"1,000–10,000",17382266
2,910,6.0602,CA,"1,000–10,000",17382266
21–50,4,0.0266,CA,"1,000–10,000",17382266
3,152,1.0123,CA,"1,000–10,000",17382266
4,78,0.5194,CA,"1,000–10,000",17382266
5,36,0.2397,CA,"1,000–10,000",17382266
6–10,59,0.3929,CA,"1,000–10,000",17382266
1,3110,74.2775,CA,"10,000–100,000",17382266
11–20,15,0.3583,CA,"10,000–100,000",17382266
2,836,19.9666,CA,"10,000–100,000",17382266
21–50,4,0.0955,CA,"10,000–100,000",17382266
3,112,2.6749,CA,"10,000–100,000",17382266
4,35,0.8359,CA,"10,000–100,000",17382266
5,25,0.5971,CA,"10,000–100,000",17382266
6–10,50,1.1942,CA,"10,000–100,000",17382266
1,8736,88.2781,CA,"100–1,000",17382266
11–20,8,0.0808,CA,"100–1,000",17382266
2,904,9.135,CA,"100–1,000",17382266
21–50,1,0.0101,CA,"100–1,000",17382266
3,129,1.3036,CA,"100–1,000",17382266
4,53,0.5356,CA,"100–1,000",17382266
5,22,0.2223,CA,"100–1,000",17382266
6–10,43,0.4345,CA,"100–1,000",17382266
1,31967,95.2476,CA,1–100,17382266
11–20,9,0.0268,CA,1–100,17382266
2,1333,3.9718,CA,1–100,17382266
3,120,0.3575,CA,1–100,17382266
4,46,0.1371,CA,1–100,17382266
5,35,0.1043,CA,1–100,17382266
6–10,52,0.1549,CA,1–100,17382266
1,592,40.7433,CA,">100,000",17382266
11–20,12,0.8259,CA,">100,000",17382266
2,645,44.3909,CA,">100,000",17382266
21–50,7,0.4818,CA,">100,000",17382266
3,133,9.1535,CA,">100,000",17382266
4,39,2.6841,CA,">100,000",17382266
5,13,0.8947,CA,">100,000",17382266
51–100,2,0.1376,CA,">100,000",17382266
6–10,10,0.6882,CA,">100,000",17382266
0,43607,0.6802,EOA,0–1,17382266
1,5878111,91.6916,EOA,0–1,17382266
11–20,1626,0.0254,EOA,0–1,17382266
2,362714,5.6579,EOA,0–1,17382266
21–50,345,0.0054,EOA,0–1,17382266
3,76565,1.1943,EOA,0–1,17382266
4,25562,0.3987,EOA,0–1,17382266
5,12167,0.1898,EOA,0–1,17382266
51–100,96,0.0015,EOA,0–1,17382266
6–10,9859,0.1538,EOA,0–1,17382266
>100,92,0.0014,EOA,0–1,17382266
1,454543,49.2867,EOA,"1,000–10,000",17382266
11–20,28856,3.1289,EOA,"1,000–10,000",17382266
2,163691,17.7492,EOA,"1,000–10,000",17382266
21–50,6564,0.7117,EOA,"1,000–10,000",17382266
3,91519,9.9235,EOA,"1,000–10,000",17382266
4,57684,6.2548,EOA,"1,000–10,000",17382266
5,38810,4.2082,EOA,"1,000–10,000",17382266
51–100,370,0.0401,EOA,"1,000–10,000",17382266
6–10,80119,8.6874,EOA,"1,000–10,000",17382266
>100,87,0.0094,EOA,"1,000–10,000",17382266
1,135197,50.3409,EOA,"10,000–100,000",17382266
11–20,11313,4.2124,EOA,"10,000–100,000",17382266
2,46880,17.4559,EOA,"10,000–100,000",17382266
21–50,4132,1.5386,EOA,"10,000–100,000",17382266
3,23489,8.7462,EOA,"10,000–100,000",17382266
4,14631,5.4479,EOA,"10,000–100,000",17382266
5,9738,3.626,EOA,"10,000–100,000",17382266
51–100,439,0.1635,EOA,"10,000–100,000",17382266
6–10,22621,8.423,EOA,"10,000–100,000",17382266
>100,123,0.0458,EOA,"10,000–100,000",17382266
1,1899636,67.7353,EOA,"100–1,000",17382266
