size_bucket,wallet_count,wallet_pct,wealth_bucket,block
2,665091,9.6144,1–100,13527859
21–50,234,0.0034,1–100,13527859
3,108162,1.5636,1–100,13527859
4,34904,0.5046,1–100,13527859
5,14537,0.2101,1–100,13527859
51–100,31,0.0004,1–100,13527859
6–10,15185,0.2195,1–100,13527859
>100,8,0.0001,1–100,13527859
1,83915,61.2742,">100,000",13527859
11–20,5057,3.6926,">100,000",13527859
2,18263,13.3355,">100,000",13527859
21–50,2239,1.6349,">100,000",13527859
3,8936,6.525,">100,000",13527859
4,5448,3.9781,">100,000",13527859
5,3731,2.7244,">100,000",13527859
51–100,314,0.2293,">100,000",13527859
6–10,8918,6.5119,">100,000",13527859
>100,129,0.0942,">100,000",13527859
0,208,0.0058,0–1,13717847
1,3330531,93.3175,0–1,13717847
11–20,724,0.0203,0–1,13717847
2,166014,4.6515,0–1,13717847
21–50,123,0.0034,0–1,13717847
3,44777,1.2546,0–1,13717847
4,14296,0.4006,0–1,13717847
5,7538,0.2112,0–1,13717847
51–100,26,0.0007,0–1,13717847
6–10,4769,0.1336,0–1,13717847
>100,26,0.0007,0–1,13717847
1,1091278,63.2004,"1,000–10,000",13717847
11–20,12687,0.7348,"1,000–10,000",13717847
2,313653,18.1649,"1,000–10,000",13717847
21–50,1755,0.1016,"1,000–10,000",13717847
3,136354,7.8968,"1,000–10,000",13717847
4,69335,4.0155,"1,000–10,000",13717847
5,39444,2.2844,"1,000–10,000",13717847
51–100,68,0.0039,"1,000–10,000",13717847
6–10,62107,3.5969,"1,000–10,000",13717847
>100,13,0.0008,"1,000–10,000",13717847
1,250734,51.4827,"10,000–100,000",13717847
11–20,18939,3.8887,"10,000–100,000",13717847
2,78290,16.0751,"10,000–100,000",13717847
21–50,5088,1.0447,"10,000–100,000",13717847
3,43436,8.9186,"10,000–100,000",13717847
4,27932,5.7352,"10,000–100,000",13717847
5,19147,3.9314,"10,000–100,000",13717847
51–100,284,0.0583,"10,000–100,000",13717847
6–10,43133,8.8564,"10,000–100,000",13717847
>100,43,0.0088,"10,000–100,000",13717847
1,4984325,83.5239,"100–1,000",13717847
11–20,3678,0.0616,"100–1,000",13717847
2,708314,11.8694,"100–1,000",13717847
21–50,436,0.0073,"100–1,000",13717847
3,162099,2.7163,"100–1,000",13717847
4,56852,0.9527,"100–1,000",13717847
5,24594,0.4121,"100–1,000",13717847
51–100,25,0.0004,"100–1,000",13717847
6–10,27201,0.4558,"100–1,000",13717847
>100,17,0.0003,"100–1,000",13717847
1,4443015,88.58,1–100,13717847
11–20,2302,0.0459,1–100,13717847
2,434657,8.6657,1–100,13717847
21–50,348,0.0069,1–100,13717847
3,82182,1.6385,1–100,13717847
4,27955,0.5573,1–100,13717847
5,12173,0.2427,1–100,13717847
51–100,39,0.0008,1–100,13717847
6–10,13142,0.262,1–100,13717847
>100,11,0.0002,1–100,13717847
1,89211,61.5635,">100,000",13717847
11–20,5478,3.7803,">100,000",13717847
2,18959,13.0834,">100,000",13717847
21–50,2526,1.7432,">100,000",13717847
3,9127,6.2984,">100,000",13717847
4,5637,3.89,">100,000",13717847
5,3989,2.7528,">100,000",13717847
51–100,331,0.2284,">100,000",13717847
6–10,9502,6.5572,">100,000",13717847
>100,149,0.1028,">100,000",13717847
0,210,0.0056,0–1,13916166
1,3457317,91.8159,0–1,13916166
11–20,745,0.0198,0–1,13916166
2,231645,6.1518,0–1,13916166
21–50,127,0.0034,0–1,13916166
3,47370,1.258,0–1,13916166
4,15197,0.4036,0–1,13916166
5,7770,0.2063,0–1,13916166
51–100,30,0.0008,0–1,13916166
6–10,5045,0.134,0–1,13916166
>100,31,0.0008,0–1,13916166
1,983125,60.8636,"1,000–10,000",13916166
11–20,16115,0.9977,"1,000–10,000",13916166
2,293991,18.2005,"1,000–10,000",13916166
21–50,2329,0.1442,"1,000–10,000",13916166
3,135754,8.4043,"1,000–10,000",13916166
4,72073,4.4619,"1,000–10,000",13916166
5,42262,2.6164,"1,000–10,000",13916166
51–100,100,0.0062,"1,000–10,000",13916166
6–10,69528,4.3044,"1,000–10,000",13916166
>100,16,0.001,"1,000–10,000",13916166
1,218393,51.9234,"10,000–100,000",13916166
11–20,17602,4.1849,"10,000–100,000",13916166
2,64385,15.3077,"10,000–100,000",13916166
21–50,5173,1.2299,"10,000–100,000",13916166
3,36062,8.5738,"10,000–100,000",13916166
4,23920,5.687,"10,000–100,000",13916166
5,16614,3.95,"10,000–100,000",13916166
51–100,333,0.0792,"10,000–100,000",13916166
6–10,38074,9.0522,"10,000–100,000",13916166
>100,50,0.0119,"10,000–100,000",13916166
1,2965672,78.2251,"100–1,000",13916166
11–20,4703,0.1241,"100–1,000",13916166
2,530311,13.9879,"100–1,000",13916166
21–50,567,0.015,"100–1,000",13916166
3,164597,4.3416,"100–1,000",13916166
4,63044,1.6629,"100–1,000",13916166
5,28778,0.7591,"100–1,000",13916166
51–100,28,0.0007,"100–1,000",13916166
6–10,33483,0.8832,"100–1,000",13916166
>100,19,0.0005,"100–1,000",13916166
1,6875221,88.9645,1–100,13916166
11–20,2561,0.0331,1–100,13916166
2,667684,8.6398,1–100,13916166
21–50,387,0.005,1–100,13916166
3,115082,1.4891,1–100,13916166
4,36219,0.4687,1–100,13916166
5,15143,0.1959,1–100,13916166
51–100,41,0.0005,1–100,13916166
6–10,15697,0.2031,1–100,13916166
>100,11,0.0001,1–100,13916166
1,87381,63.9007,">100,000",13916166
11–20,4703,3.4392,">100,000",13916166
2,17231,12.6008,">100,000",13916166
21–50,2102,1.5372,">100,000",13916166
3,8144,5.9556,">100,000",13916166
4,4901,3.584,">100,000",13916166
5,3527,2.5793,">100,000",13916166
51–100,296,0.2165,">100,000",13916166
6–10,8305,6.0733,">100,000",13916166
>100,155,0.1133,">100,000",13916166
0,210,0.0055,0–1,14116761
1,3469948,91.5324,0–1,14116761
11–20,794,0.0209,0–1,14116761
2,240011,6.3312,0–1,14116761
21–50,135,0.0036,0–1,14116761
3,49823,1.3143,0–1,14116761
4,16082,0.4242,0–1,14116761
5,8326,0.2196,0–1,14116761
51–100,31,0.0008,0–1,14116761
6–10,5558,0.1466,0–1,14116761
>100,33,0.0009,0–1,14116761
1,873186,60.4361,"1,000–10,000",14116761
11–20,19068,1.3198,"1,000–10,000",14116761
2,250079,17.3088,"1,000–10,000",14116761
21–50,3047,0.2109,"1,000–10,000",14116761
3,121090,8.381,"1,000–10,000",14116761
4,66588,4.6088,"1,000–10,000",14116761
5,40562,2.8074,"1,000–10,000",14116761
51–100,128,0.0089,"1,000–10,000",14116761
6–10,71047,4.9174,"1,000–10,000",14116761
>100,13,0.0009,"1,000–10,000",14116761
1,188550,54.1299,"10,000–100,000",14116761
11–20,14378,4.1277,"10,000–100,000",14116761
2,51669,14.8334,"10,000–100,000",14116761
21–50,4782,1.3728,"10,000–100,000",14116761
3,28023,8.045,"10,000–100,000",14116761
4,18266,5.2439,"10,000–100,000",14116761
5,12573,3.6095,"10,000–100,000",14116761
51–100,346,0.0993,"10,000–100,000",14116761
6–10,29683,8.5215,"10,000–100,000",14116761
>100,59,0.0169,"10,000–100,000",14116761
1,3048785,78.1823,"100–1,000",14116761
11–20,5967,0.153,"100–1,000",14116761
2,528235,13.5459,"100–1,000",14116761
21–50,737,0.0189,"100–1,000",14116761
3,171109,4.3879,"100–1,000",14116761
4,70088,1.7973,"100–1,000",14116761
5,33394,0.8563,"100–1,000",14116761
51–100,33,0.0008,"100–1,000",14116761
6–10,41219,1.057,"100–1,000",14116761
>100,19,0.0005,"100–1,000",14116761
1,7324659,88.0944,1–100,14116761
11–20,3022,0.0363,1–100,14116761
2,761473,9.1583,1–100,14116761
21–50,427,0.0051,1–100,14116761
3,142409,1.7128,1–100,14116761
4,44933,0.5404,1–100,14116761
5,18539,0.223,1–100,14116761
51–100,45,0.0005,1–100,14116761
6–10,19030,0.2289,1–100,14116761
>100,17,0.0002,1–100,14116761
1,77684,65.657,">100,000",14116761
11–20,3623,3.0621,">100,000",14116761
2,14943,12.6295,">100,000",14116761
21–50,1664,1.4064,">100,000",14116761
3,6743,5.699,">100,000",14116761
4,4082,3.45,">100,000",14116761
5,2815,2.3792,">100,000",14116761
51–100,271,0.229,">100,000",14116761
6–10,6343,5.361,">100,000",14116761
>100,150,0.1268,">100,000",14116761
0,231,0.006,0–1,14297759
1,3536371,91.5054,0–1,14297759
11–20,834,0.0216,0–1,14297759
2,245401,6.3499,0–1,14297759
21–50,135,0.0035,0–1,14297759
3,51051,1.321,0–1,14297759
4,16459,0.4259,0–1,14297759
5,8470,0.2192,0–1,14297759
51–100,32,0.0008,0–1,14297759
6–10,5639,0.1459,0–1,14297759
>100,35,0.0009,0–1,14297759
1,871268,60.3965,"1,000–10,000",14297759
11–20,19734,1.368,"1,000–10,000",14297759
2,249469,17.2932,"1,000–10,000",14297759
21–50,3267,0.2265,"1,000–10,000",14297759
3,120318,8.3405,"1,000–10,000",14297759
4,66635,4.6192,"1,000–10,000",14297759
5,40449,2.8039,"1,000–10,000",14297759
51–100,139,0.0096,"1,000–10,000",14297759
6–10,71279,4.9411,"1,000–10,000",14297759
>100,23,0.0016,"1,000–10,000",14297759
1,205272,56.4567,"10,000–100,000",14297759
11–20,13611,3.7435,"10,000–100,000",14297759
2,53247,14.6447,"10,000–100,000",14297759
21–50,4633,1.2742,"10,000–100,000",14297759
3,28044,7.713,"10,000–100,000",14297759
4,17941,4.9344,"10,000–100,000",14297759
5,12108,3.3301,"10,000–100,000",14297759
51–100,345,0.0949,"10,000–100,000",14297759
6–10,28330,7.7917,"10,000–100,000",14297759
>100,61,0.0168,"10,000–100,000",14297759
1,3170580,78.2416,"100–1,000",14297759
11–20,6482,0.16,"100–1,000",14297759
2,543447,13.4108,"100–1,000",14297759
21–50,816,0.0201,"100–1,000",14297759
3,177177,4.3723,"100–1,000",14297759
4,73795,1.8211,"100–1,000",14297759
5,35684,0.8806,"100–1,000",14297759
51–100,35,0.0009,"100–1,000",14297759
6–10,44260,1.0922,"100–1,000",14297759
>100,20,0.0005,"100–1,000",14297759
1,7407827,87.935,1–100,14297759
11–20,3259,0.0387,1–100,14297759
2,779834,9.2571,1–100,14297759
21–50,446,0.0053,1–100,14297759
3,147176,1.7471,1–100,14297759
4,46571,0.5528,1–100,14297759
5,19255,0.2286,1–100,14297759
51–100,51,0.0006,1–100,14297759
6–10,19768,0.2347,1–100,14297759
>100,17,0.0002,1–100,14297759
1,75251,65.2863,">100,000",14297759
11–20,3348,2.9047,">100,000",14297759
2,15153,13.1465,">100,000",14297759
21–50,1592,1.3812,">100,000",14297759
3,6664,5.7816,">100,000",14297759
4,3957,3.433,">100,000",14297759
5,2723,2.3624,">100,000",14297759
51–100,259,0.2247,">100,000",14297759
6–10,6163,5.3469,">100,000",14297759
>100,153,0.1327,">100,000",14297759
0,244,0.0062,0–1,14497034
1,3600191,91.5058,0–1,14497034
11–20,863,0.0219,0–1,14497034
2,249714,6.347,0–1,14497034
21–50,133,0.0034,0–1,14497034
3,51926,1.3198,0–1,14497034
4,16823,0.4276,0–1,14497034
5,8572,0.2179,0–1,14497034
51–100,33,0.0008,0–1,14497034
6–10,5857,0.1489,0–1,14497034
>100,30,0.0008,0–1,14497034
1,815702,58.7583,"1,000–10,000",14497034
11–20,19134,1.3783,"1,000–10,000",14497034
2,247565,17.8331,"1,000–10,000",14497034
21–50,3077,0.2216,"1,000–10,000",14497034
3,121868,8.7786,"1,000–10,000",14497034
4,67947,4.8945,"1,000–10,000",14497034
5,41092,2.96,"1,000–10,000",14497034
51–100,136,0.0098,"1,000–10,000",14497034
6–10,71684,5.1637,"1,000–10,000",14497034
>100,28,0.002,"1,000–10,000",14497034
1,186994,52.452,"10,000–100,000",14497034
11–20,14601,4.0956,"10,000–100,000",14497034
2,55578,15.5897,"10,000–100,000",14497034
21–50,4817,1.3512,"10,000–100,000",14497034
3,30311,8.5023,"10,000–100,000",14497034
4,19443,5.4538,"10,000–100,000",14497034
5,13350,3.7447,"10,000–100,000",14497034
51–100,351,0.0985,"10,000–100,000",14497034
6–10,30995,8.6941,"10,000–100,000",14497034
>100,65,0.0182,"10,000–100,000",14497034
1,3137977,78.1715,"100–1,000",14497034
11–20,6409,0.1597,"100–1,000",14497034
2,541410,13.4873,"100–1,000",14497034
21–50,827,0.0206,"100–1,000",14497034
3,176345,4.393,"100–1,000",14497034
4,72911,1.8163,"100–1,000",14497034
5,35253,0.8782,"100–1,000",14497034
51–100,38,0.0009,"100–1,000",14497034
6–10,43034,1.072,"100–1,000",14497034
>100,19,0.0005,"100–1,000",14497034
1,7420316,87.9024,1–100,14497034
11–20,3357,0.0398,1–100,14497034
2,782505,9.2697,1–100,14497034
21–50,492,0.0058,1–100,14497034
3,147888,1.7519,1–100,14497034
4,47093,0.5579,1–100,14497034
5,19625,0.2325,1–100,14497034
51–100,55,0.0007,1–100,14497034
6–10,20182,0.2391,1–100,14497034
>100,22,0.0003,1–100,14497034
1,77993,64.0642,">100,000",14497034
11–20,3685,3.0269,">100,000",14497034
2,16375,13.4506,">100,000",14497034
21–50,1762,1.4473,">100,000",14497034
3,7213,5.9248,">100,000",14497034
4,4436,3.6438,">100,000",14497034
5,2964,2.4347,">100,000",14497034
51–100,287,0.2357,">100,000",14497034
6–10,6865,5.639,">100,000",14497034
>100,162,0.1331,">100,000",14497034
0,279,0.0067,0–1,14688630
1,3810180,91.5807,0–1,14688630
11–20,904,0.0217,0–1,14688630
2,261461,6.2844,0–1,14688630
21–50,143,0.0034,0–1,14688630
3,54563,1.3115,0–1,14688630
4,17707,0.4256,0–1,14688630
5,8947,0.215,0–1,14688630
51–100,35,0.0008,0–1,14688630
6–10,6213,0.1493,0–1,14688630
>100,32,0.0008,0–1,14688630
1,724983,58.6464,"1,000–10,000",14688630
11–20,20855,1.687,"1,000–10,000",14688630
2,210727,17.0464,"1,000–10,000",14688630
21–50,3805,0.3078,"1,000–10,000",14688630
3,106669,8.6288,"1,000–10,000",14688630
4,61193,4.9501,"1,000–10,000",14688630
5,38102,3.0822,"1,000–10,000",14688630
51–100,162,0.0131,"1,000–10,000",14688630
6–10,69667,5.6356,"1,000–10,000",14688630
>100,30,0.0024,"1,000–10,000",14688630
1,163660,54.0066,"10,000–100,000",14688630
11–20,11938,3.9395,"10,000–100,000",14688630
2,46438,15.3242,"10,000–100,000",14688630
21–50,4229,1.3955,"10,000–100,000",14688630
3,24854,8.2016,"10,000–100,000",14688630
4,15934,5.2581,"10,000–100,000",14688630
5,10704,3.5322,"10,000–100,000",14688630
51–100,361,0.1191,"10,000–100,000",14688630
6–10,24845,8.1987,"10,000–100,000",14688630
>100,74,0.0244,"10,000–100,000",14688630
1,3090794,77.3209,"100–1,000",14688630
11–20,8046,0.2013,"100–1,000",14688630
2,540926,13.5321,"100–1,000",14688630
21–50,1062,0.0266,"100–1,000",14688630
3,184386,4.6127,"100–1,000",14688630
4,80384,2.0109,"100–1,000",14688630
5,40192,1.0055,"100–1,000",14688630
51–100,43,0.0011,"100–1,000",14688630
6–10,51501,1.2884,"100–1,000",14688630
>100,24,0.0006,"100–1,000",14688630
1,7690903,87.0861,1–100,14688630
11–20,4018,0.0455,1–100,14688630
2,859062,9.7274,1–100,14688630
21–50,635,0.0072,1–100,14688630
3,172674,1.9552,1–100,14688630
4,56149,0.6358,1–100,14688630
5,23463,0.2657,1–100,14688630
51–100,61,0.0007,1–100,14688630
6–10,24381,0.2761,1–100,14688630
>100,29,0.0003,1–100,14688630
1,70174,65.0132,">100,000",14688630
11–20,3032,2.809,">100,000",14688630
2,14830,13.7394,">100,000",14688630
21–50,1460,1.3526,">100,000",14688630
3,6331,5.8654,">100,000",14688630
4,3646,3.3779,">100,000",14688630
5,2510,2.3254,">100,000",14688630
51–100,256,0.2372,">100,000",14688630
6–10,5541,5.1335,">100,000",14688630
>100,158,0.1464,">100,000",14688630
0,287,0.0063,0–1,14881677
1,4153585,91.706,0–1,14881677
11–20,1020,0.0225,0–1,14881677
2,280012,6.1823,0–1,14881677
21–50,154,0.0034,0–1,14881677
3,58684,1.2957,0–1,14881677
4,19052,0.4206,0–1,14881677
5,9539,0.2106,0–1,14881677
51–100,39,0.0009,0–1,14881677
6–10,6832,0.1508,0–1,14881677
>100,35,0.0008,0–1,14881677
1,575562,57.0696,"1,000–10,000",14881677
11–20,21017,2.0839,"1,000–10,000",14881677
2,170803,16.9359,"1,000–10,000",14881677
21–50,4399,0.4362,"1,000–10,000",14881677
3,88484,8.7736,"1,000–10,000",14881677
4,51918,5.1479,"1,000–10,000",14881677
5,32995,3.2716,"1,000–10,000",14881677
51–100,215,0.0213,"1,000–10,000",14881677
6–10,63097,6.2564,"1,000–10,000",14881677
>100,37,0.0037,"1,000–10,000",14881677
1,137161,54.8609,"10,000–100,000",14881677
11–20,9187,3.6746,"10,000–100,000",14881677
2,39267,15.7058,"10,000–100,000",14881677
21–50,3318,1.3271,"10,000–100,000",14881677
3,20151,8.0599,"10,000–100,000",14881677
4,12893,5.1569,"10,000–100,000",14881677
5,8519,3.4074,"10,000–100,000",14881677
51–100,327,0.1308,"10,000–100,000",14881677
6–10,19114,7.6451,"10,000–100,000",14881677
>100,79,0.0316,"10,000–100,000",14881677
1,2829198,75.9777,"100–1,000",14881677
11–20,10429,0.2801,"100–1,000",14881677
2,513312,13.7849,"100–1,000",14881677
21–50,1374,0.0369,"100–1,000",14881677
3,183034,4.9154,"100–1,000",14881677
4,83342,2.2381,"100–1,000",14881677
5,43346,1.1641,"100–1,000",14881677
51–100,65,0.0017,"100–1,000",14881677
6–10,59601,1.6006,"100–1,000",14881677
>100,21,0.0006,"100–1,000",14881677
1,7993638,86.221,1–100,14881677
11–20,4833,0.0521,1–100,14881677
2,942150,10.1622,1–100,14881677
21–50,767,0.0083,1–100,14881677
3,201850,2.1772,1–100,14881677
4,67983,0.7333,1–100,14881677
5,29048,0.3133,1–100,14881677
51–100,61,0.0007,1–100,14881677
6–10,30735,0.3315,1–100,14881677
>100,34,0.0004,1–100,14881677
1,61370,64.6327,">100,000",14881677
11–20,2474,2.6055,">100,000",14881677
2,13464,14.1798,">100,000",14881677
21–50,1205,1.2691,">100,000",14881677
3,5795,6.1031,">100,000",14881677
4,3351,3.5292,">100,000",14881677
5,2150,2.2643,">100,000",14881677
51–100,219,0.2306,">100,000",14881677
6–10,4767,5.0204,">100,000",14881677
>100,157,0.1653,">100,000",14881677
0,291,0.0061,0–1,15053226
1,4342255,91.5182,0–1,15053226
11–20,1119,0.0236,0–1,15053226
2,299580,6.314,0–1,15053226
21–50,173,0.0036,0–1,15053226
3,62711,1.3217,0–1,15053226
4,20870,0.4399,0–1,15053226
5,10247,0.216,0–1,15053226
51–100,40,0.0008,0–1,15053226
6–10,7366,0.1552,0–1,15053226
>100,40,0.0008,0–1,15053226
1,485755,56.1277,"1,000–10,000",15053226
11–20,20485,2.367,"1,000–10,000",15053226
2,146390,16.915,"1,000–10,000",15053226
21–50,4750,0.5488,"1,000–10,000",15053226
3,76039,8.7861,"1,000–10,000",15053226
4,45314,5.2359,"1,000–10,000",15053226
5,29170,3.3705,"1,000–10,000",15053226
51–100,269,0.0311,"1,000–10,000",15053226
6–10,57219,6.6115,"1,000–10,000",15053226
>100,55,0.0064,"1,000–10,000",15053226
1,125461,56.0557,"10,000–100,000",15053226
11–20,7542,3.3697,"10,000–100,000",15053226
2,35756,15.9757,"10,000–100,000",15053226
21–50,2799,1.2506,"10,000–100,000",15053226
3,17685,7.9016,"10,000–100,000",15053226
4,10990,4.9103,"10,000–100,000",15053226
5,7145,3.1924,"10,000–100,000",15053226
51–100,296,0.1323,"10,000–100,000",15053226
6–10,16059,7.1751,"10,000–100,000",15053226
>100,82,0.0366,"10,000–100,000",15053226
1,2620763,74.9943,"100–1,000",15053226
11–20,12646,0.3619,"100–1,000",15053226
2,484831,13.8737,"100–1,000",15053226
21–50,1644,0.047,"100–1,000",15053226
3,178758,5.1152,"100–1,000",15053226
4,84544,2.4193,"100–1,000",15053226
5,45592,1.3046,"100–1,000",15053226
51–100,74,0.0021,"100–1,000",15053226
6–10,65742,1.8812,"100–1,000",15053226
>100,23,0.0007,"100–1,000",15053226
1,8237808,85.7219,1–100,15053226
11–20,5608,0.0584,1–100,15053226
2,995314,10.3571,1–100,15053226
21–50,876,0.0091,1–100,15053226
3,223196,2.3226,1–100,15053226
4,76988,0.8011,1–100,15053226
5,33701,0.3507,1–100,15053226
51–100,66,0.0007,1–100,15053226
6–10,36335,0.3781,1–100,15053226
>100,35,0.0004,1–100,15053226
1,57838,65.1718,">100,000",15053226
11–20,2182,2.4587,">100,000",15053226
2,12655,14.2596,">100,000",15053226
21–50,1058,1.1922,">100,000",15053226
3,5442,6.132,">100,000",15053226
4,3068,3.457,">100,000",15053226
5,1932,2.177,">100,000",15053226
51–100,198,0.2231,">100,000",15053226
6–10,4230,4.7664,">100,000",15053226
>100,144,0.1623,">100,000",15053226
0,306,0.0067,0–1,15253306
1,4205098,91.4617,0–1,15253306
11–20,1036,0.0225,0–1,15253306
2,293417,6.3819,0–1,15253306
21–50,182,0.004,0–1,15253306
3,60760,1.3215,0–1,15253306
4,19684,0.4281,0–1,15253306
5,9883,0.215,0–1,15253306
51–100,46,0.001,0–1,15253306
6–10,7202,0.1566,0–1,15253306
>100,48,0.001,0–1,15253306
1,532220,54.7991,"1,000–10,000",15253306
11–20,21771,2.2416,"1,000–10,000",15253306
2,171290,17.6366,"1,000–10,000",15253306
21–50,4575,0.4711,"1,000–10,000",15253306
3,89638,9.2294,"1,000–10,000",15253306
4,53025,5.4596,"1,000–10,000",15253306
5,33856,3.4859,"1,000–10,000",15253306
51–100,251,0.0258,"1,000–10,000",15253306
6–10,64548,6.6461,"1,000–10,000",15253306
>100,47,0.0048,"1,000–10,000",15253306
1,135534,53.4796,"10,000–100,000",15253306
11–20,9340,3.6854,"10,000–100,000",15253306
2,41814,16.4992,"10,000–100,000",15253306
21–50,3409,1.3451,"10,000–100,000",15253306
3,21281,8.3972,"10,000–100,000",15253306
4,13027,5.1403,"10,000–100,000",15253306
5,8763,3.4577,"10,000–100,000",15253306
51–100,332,0.131,"10,000–100,000",15253306
6–10,19857,7.8353,"10,000–100,000",15253306
>100,74,0.0292,"10,000–100,000",15253306
1,2699524,75.1434,"100–1,000",15253306
11–20,11088,0.3086,"100–1,000",15253306
2,504368,14.0395,"100–1,000",15253306
21–50,1501,0.0418,"100–1,000",15253306
3,183810,5.1165,"100–1,000",15253306
4,84784,2.36,"100–1,000",15253306
5,45008,1.2528,"100–1,000",15253306
51–100,70,0.0019,"100–1,000",15253306
6–10,62321,1.7348,"100–1,000",15253306
>100,24,0.0007,"100–1,000",15253306
1,8186478,86.0968,1–100,15253306
11–20,5408,0.0569,1–100,15253306
2,966759,10.1674,1–100,15253306
21–50,844,0.0089,1–100,15253306
3,211954,2.2291,1–100,15253306
4,72600,0.7635,1–100,15253306
5,31024,0.3263,1–100,15253306
51–100,64,0.0007,1–100,15253306
6–10,33292,0.3501,1–100,15253306
>100,39,0.0004,1–100,15253306
1,62349,63.0157,">100,000",15253306
11–20,2520,2.5469,">100,000",15253306
2,15772,15.9407,">100,000",15253306
21–50,1195,1.2078,">100,000",15253306
3,6167,6.2329,">100,000",15253306
4,3493,3.5304,">100,000",15253306
5,2229,2.2528,">100,000",15253306
51–100,216,0.2183,">100,000",15253306
6–10,4839,4.8907,">100,000",15253306
>100,162,0.1637,">100,000",15253306
0,306,0.0063,0–1,15449618
1,4470216,91.6336,0–1,15449618
11–20,1136,0.0233,0–1,15449618
2,304358,6.2389,0–1,15449618
21–50,198,0.0041,0–1,15449618
3,63426,1.3002,0–1,15449618
4,20575,0.4218,0–1,15449618
5,10242,0.2099,0–1,15449618
51–100,48,0.001,0–1,15449618
6–10,7800,0.1599,0–1,15449618
>100,55,0.0011,0–1,15449618
1,487578,53.8448,"1,000–10,000",15449618
11–20,21774,2.4046,"1,000–10,000",15449618
2,162126,17.9041,"1,000–10,000",15449618
21–50,4711,0.5203,"1,000–10,000",15449618
3,84431,9.324,"1,000–10,000",15449618
4,50132,5.5362,"1,000–10,000",15449618
5,32271,3.5638,"1,000–10,000",15449618
51–100,255,0.0282,"1,000–10,000",15449618
6–10,62200,6.869,"1,000–10,000",15449618
>100,46,0.0051,"1,000–10,000",15449618
1,145423,56.1416,"10,000–100,000",15449618
11–20,8587,3.3151,"10,000–100,000",15449618
2,41608,16.0631,"10,000–100,000",15449618
21–50,3227,1.2458,"10,000–100,000",15449618
3,20481,7.9068,"10,000–100,000",15449618
4,12493,4.823,"10,000–100,000",15449618
5,8271,3.1931,"10,000–100,000",15449618
51–100,327,0.1262,"10,000–100,000",15449618
6–10,18536,7.156,"10,000–100,000",15449618
>100,76,0.0293,"10,000–100,000",15449618
1,2487036,73.9629,"100–1,000",15449618
11–20,12049,0.3583,"100–1,000",15449618
2,485459,14.4372,"100–1,000",15449618
21–50,1700,0.0506,"100–1,000",15449618
3,180890,5.3796,"100–1,000",15449618
4,84990,2.5275,"100–1,000",15449618
5,45595,1.356,"100–1,000",15449618
51–100,83,0.0025,"100–1,000",15449618
6–10,64714,1.9246,"100–1,000",15449618
>100,30,0.0009,"100–1,000",15449618
1,8183719,85.6544,1–100,15449618
11–20,5812,0.0608,1–100,15449618
2,993635,10.3998,1–100,15449618
21–50,933,0.0098,1–100,15449618
3,222728,2.3312,1–100,15449618
4,77496,0.8111,1–100,15449618
5,33528,0.3509,1–100,15449618
51–100,71,0.0007,1–100,15449618
6–10,36382,0.3808,1–100,15449618
>100,40,0.0004,1–100,15449618
1,60739,63.1028,">100,000",15449618
11–20,2346,2.4373,">100,000",15449618
2,15410,16.0097,">100,000",15449618
21–50,1090,1.1324,">100,000",15449618
3,6368,6.6158,">100,000",15449618
4,3280,3.4077,">100,000",15449618
5,2107,2.189,">100,000",15449618
51–100,202,0.2099,">100,000",15449618
6–10,4551,4.7281,">100,000",15449618
>100,161,0.1673,">100,000",15449618
0,305,0.0054,0–1,15649595
1,5241737,92.5726,0–1,15649595
11–20,1200,0.0212,0–1,15649595
2,312790,5.5241,0–1,15649595
21–50,234,0.0041,0–1,15649595
3,65949,1.1647,0–1,15649595
4,21345,0.377,0–1,15649595
5,10476,0.185,0–1,15649595
51–100,56,0.001,0–1,15649595
6–10,8142,0.1438,0–1,15649595
>100,62,0.0011,0–1,15649595
1,463281,53.4102,"1,000–10,000",15649595
11–20,21607,2.491,"1,000–10,000",15649595
2,154382,17.7982,"1,000–10,000",15649595
21–50,4798,0.5531,"1,000–10,000",15649595
3,81368,9.3807,"1,000–10,000",15649595
4,48857,5.6326,"1,000–10,000",15649595
5,31492,3.6306,"1,000–10,000",15649595
51–100,276,0.0318,"1,000–10,000",15649595
6–10,61282,7.065,"1,000–10,000",15649595
>100,58,0.0067,"1,000–10,000",15649595
1,143208,56.1931,"10,000–100,000",15649595
11–20,8365,3.2823,"10,000–100,000",15649595
2,41079,16.1189,"10,000–100,000",15649595
21–50,3130,1.2282,"10,000–100,000",15649595
3,20140,7.9027,"10,000–100,000",15649595
4,12161,4.7718,"10,000–100,000",15649595
5,8218,3.2246,"10,000–100,000",15649595
51–100,319,0.1252,"10,000–100,000",15649595
6–10,18150,7.1218,"10,000–100,000",15649595
>100,80,0.0314,"10,000–100,000",15649595
1,2402504,73.5859,"100–1,000",15649595
11–20,12781,0.3915,"100–1,000",15649595
2,472372,14.4682,"100–1,000",15649595
21–50,1868,0.0572,"100–1,000",15649595
3,178809,5.4767,"100–1,000",15649595
4,84516,2.5886,"100–1,000",15649595
5,45839,1.404,"100–1,000",15649595
51–100,93,0.0028,"100–1,000",15649595
6–10,66084,2.0241,"100–1,000",15649595
>100,32,0.001,"100–1,000",15649595
