size_bucket,wallet_count,wallet_pct,wealth_bucket,block
5,57616,2.2065,"100–1,000",18037988
51–100,173,0.0066,"100–1,000",18037988
6–10,90055,3.4488,"100–1,000",18037988
>100,54,0.0021,"100–1,000",18037988
1,9221434,84.0334,1–100,18037988
11–20,10748,0.0979,1–100,18037988
2,1203823,10.9702,1–100,18037988
21–50,1860,0.0169,1–100,18037988
3,303465,2.7654,1–100,18037988
4,115167,1.0495,1–100,18037988
5,54165,0.4936,1–100,18037988
51–100,142,0.0013,1–100,18037988
6–10,62656,0.571,1–100,18037988
>100,71,0.0006,1–100,18037988
1,62365,60.9241,">100,000",18037988
11–20,2285,2.2322,">100,000",18037988
2,17634,17.2266,">100,000",18037988
21–50,1142,1.1156,">100,000",18037988
3,7353,7.1831,">100,000",18037988
4,4122,4.0268,">100,000",18037988
5,2410,2.3543,">100,000",18037988
51–100,194,0.1895,">100,000",18037988
6–10,4677,4.5689,">100,000",18037988
>100,183,0.1788,">100,000",18037988
0,41622,0.5755,0–1,18251965
1,6628733,91.6524,0–1,18251965
11–20,2217,0.0307,0–1,18251965
2,415701,5.7477,0–1,18251965
21–50,435,0.006,0–1,18251965
3,88020,1.217,0–1,18251965
4,29920,0.4137,0–1,18251965
5,13815,0.191,0–1,18251965
51–100,114,0.0016,0–1,18251965
6–10,11785,0.1629,0–1,18251965
>100,112,0.0015,0–1,18251965
1,430451,48.6746,"1,000–10,000",18251965
11–20,29877,3.3784,"1,000–10,000",18251965
2,155779,17.6152,"1,000–10,000",18251965
21–50,7095,0.8023,"1,000–10,000",18251965
3,87427,9.8861,"1,000–10,000",18251965
4,55671,6.2952,"1,000–10,000",18251965
5,37887,4.2842,"1,000–10,000",18251965
51–100,411,0.0465,"1,000–10,000",18251965
6–10,79641,9.0056,"1,000–10,000",18251965
>100,106,0.012,"1,000–10,000",18251965
1,132583,50.6054,"10,000–100,000",18251965
11–20,10869,4.1486,"10,000–100,000",18251965
2,46002,17.5584,"10,000–100,000",18251965
21–50,4041,1.5424,"10,000–100,000",18251965
3,22490,8.5842,"10,000–100,000",18251965
4,14038,5.3581,"10,000–100,000",18251965
5,9415,3.5936,"10,000–100,000",18251965
51–100,467,0.1782,"10,000–100,000",18251965
6–10,21945,8.3761,"10,000–100,000",18251965
>100,144,0.055,"10,000–100,000",18251965
1,1782376,66.986,"100–1,000",18251965
11–20,20028,0.7527,"100–1,000",18251965
2,419975,15.7837,"100–1,000",18251965
21–50,3283,0.1234,"100–1,000",18251965
3,188804,7.0957,"100–1,000",18251965
4,99333,3.7332,"100–1,000",18251965
5,57316,2.1541,"100–1,000",18251965
51–100,178,0.0067,"100–1,000",18251965
6–10,89464,3.3623,"100–1,000",18251965
>100,62,0.0023,"100–1,000",18251965
1,9373335,84.146,1–100,18251965
11–20,11169,0.1003,1–100,18251965
2,1211587,10.8766,1–100,18251965
21–50,1957,0.0176,1–100,18251965
3,306052,2.7475,1–100,18251965
4,116626,1.047,1–100,18251965
5,54653,0.4906,1–100,18251965
51–100,156,0.0014,1–100,18251965
6–10,63758,0.5724,1–100,18251965
>100,80,0.0007,1–100,18251965
1,64293,62.0637,">100,000",18251965
11–20,2246,2.1681,">100,000",18251965
2,17153,16.5582,">100,000",18251965
21–50,1152,1.1121,">100,000",18251965
3,7241,6.9899,">100,000",18251965
4,4105,3.9627,">100,000",18251965
5,2391,2.3081,">100,000",18251965
51–100,200,0.1931,">100,000",18251965
6–10,4629,4.4685,">100,000",18251965
>100,182,0.1757,">100,000",18251965
0,41635,0.5683,0–1,18473543
1,6721314,91.7435,0–1,18473543
11–20,2249,0.0307,0–1,18473543
2,417680,5.7012,0–1,18473543
21–50,452,0.0062,0–1,18473543
3,87261,1.1911,0–1,18473543
4,29597,0.404,0–1,18473543
5,13770,0.188,0–1,18473543
51–100,119,0.0016,0–1,18473543
6–10,12005,0.1639,0–1,18473543
>100,116,0.0016,0–1,18473543
1,461788,48.2824,"1,000–10,000",18473543
11–20,30996,3.2408,"1,000–10,000",18473543
2,170558,17.8328,"1,000–10,000",18473543
21–50,7127,0.7452,"1,000–10,000",18473543
3,96642,10.1044,"1,000–10,000",18473543
4,61427,6.4225,"1,000–10,000",18473543
5,41631,4.3527,"1,000–10,000",18473543
51–100,431,0.0451,"1,000–10,000",18473543
6–10,85721,8.9626,"1,000–10,000",18473543
>100,110,0.0115,"1,000–10,000",18473543
1,139513,49.1357,"10,000–100,000",18473543
11–20,12594,4.4355,"10,000–100,000",18473543
2,49645,17.4847,"10,000–100,000",18473543
21–50,4539,1.5986,"10,000–100,000",18473543
3,24802,8.7351,"10,000–100,000",18473543
4,15924,5.6083,"10,000–100,000",18473543
5,10802,3.8044,"10,000–100,000",18473543
51–100,498,0.1754,"10,000–100,000",18473543
6–10,25476,8.9725,"10,000–100,000",18473543
>100,141,0.0497,"10,000–100,000",18473543
1,1840730,67.3757,"100–1,000",18473543
11–20,18777,0.6873,"100–1,000",18473543
2,433420,15.8643,"100–1,000",18473543
21–50,3095,0.1133,"100–1,000",18473543
3,192573,7.0487,"100–1,000",18473543
4,99627,3.6466,"100–1,000",18473543
5,56637,2.0731,"100–1,000",18473543
51–100,179,0.0066,"100–1,000",18473543
6–10,86935,3.1821,"100–1,000",18473543
>100,66,0.0024,"100–1,000",18473543
1,9330673,84.3261,1–100,18473543
11–20,11080,0.1001,1–100,18473543
2,1195498,10.8043,1–100,18473543
21–50,1976,0.0179,1–100,18473543
3,297765,2.6911,1–100,18473543
4,113542,1.0261,1–100,18473543
5,52729,0.4765,1–100,18473543
51–100,157,0.0014,1–100,18473543
6–10,61479,0.5556,1–100,18473543
>100,83,0.0008,1–100,18473543
1,66407,61.3947,">100,000",18473543
11–20,2572,2.3779,">100,000",18473543
2,17925,16.5721,">100,000",18473543
21–50,1234,1.1409,">100,000",18473543
3,7646,7.0689,">100,000",18473543
4,4306,3.981,">100,000",18473543
5,2457,2.2716,">100,000",18473543
51–100,225,0.208,">100,000",18473543
6–10,5203,4.8103,">100,000",18473543
>100,189,0.1747,">100,000",18473543
0,41645,0.5593,0–1,18687851
1,6851693,92.0201,0–1,18687851
11–20,2152,0.0289,0–1,18687851
2,409565,5.5006,0–1,18687851
21–50,453,0.0061,0–1,18687851
3,85940,1.1542,0–1,18687851
4,28620,0.3844,0–1,18687851
5,13571,0.1823,0–1,18687851
51–100,126,0.0017,0–1,18687851
6–10,11985,0.161,0–1,18687851
>100,117,0.0016,0–1,18687851
1,501822,47.6139,"1,000–10,000",18687851
11–20,32717,3.1043,"1,000–10,000",18687851
2,190485,18.0736,"1,000–10,000",18687851
21–50,6945,0.659,"1,000–10,000",18687851
3,109217,10.3627,"1,000–10,000",18687851
4,69425,6.5872,"1,000–10,000",18687851
5,46933,4.4531,"1,000–10,000",18687851
51–100,430,0.0408,"1,000–10,000",18687851
6–10,95858,9.0952,"1,000–10,000",18687851
>100,108,0.0102,"1,000–10,000",18687851
1,145387,46.2096,"10,000–100,000",18687851
11–20,16091,5.1143,"10,000–100,000",18687851
2,54656,17.3718,"10,000–100,000",18687851
21–50,5699,1.8114,"10,000–100,000",18687851
3,28480,9.052,"10,000–100,000",18687851
4,18834,5.9862,"10,000–100,000",18687851
5,13112,4.1675,"10,000–100,000",18687851
51–100,549,0.1745,"10,000–100,000",18687851
6–10,31662,10.0634,"10,000–100,000",18687851
>100,155,0.0493,"10,000–100,000",18687851
1,1949263,67.6844,"100–1,000",18687851
11–20,17445,0.6057,"100–1,000",18687851
2,465079,16.149,"100–1,000",18687851
21–50,2875,0.0998,"100–1,000",18687851
3,200955,6.9778,"100–1,000",18687851
4,102457,3.5576,"100–1,000",18687851
5,56949,1.9774,"100–1,000",18687851
51–100,169,0.0059,"100–1,000",18687851
6–10,84677,2.9402,"100–1,000",18687851
>100,61,0.0021,"100–1,000",18687851
1,9429887,84.6803,1–100,18687851
11–20,10710,0.0962,1–100,18687851
2,1185225,10.6433,1–100,18687851
21–50,1956,0.0176,1–100,18687851
3,290228,2.6062,1–100,18687851
4,109255,0.9811,1–100,18687851
5,50202,0.4508,1–100,18687851
51–100,166,0.0015,1–100,18687851
6–10,58155,0.5222,1–100,18687851
>100,90,0.0008,1–100,18687851
1,70979,61.0142,">100,000",18687851
11–20,3113,2.676,">100,000",18687851
2,18795,16.1563,">100,000",18687851
21–50,1506,1.2946,">100,000",18687851
3,8066,6.9336,">100,000",18687851
4,4615,3.9671,">100,000",18687851
5,2820,2.4241,">100,000",18687851
51–100,281,0.2416,">100,000",18687851
6–10,5945,5.1104,">100,000",18687851
>100,212,0.1822,">100,000",18687851
0,41650,0.5596,0–1,18908895
1,6848635,92.021,0–1,18908895
11–20,2195,0.0295,0–1,18908895
2,410654,5.5177,0–1,18908895
21–50,463,0.0062,0–1,18908895
3,84905,1.1408,0–1,18908895
4,28231,0.3793,0–1,18908895
5,13441,0.1806,0–1,18908895
51–100,126,0.0017,0–1,18908895
6–10,12048,0.1619,0–1,18908895
>100,121,0.0016,0–1,18908895
1,537708,47.3058,"1,000–10,000",18908895
11–20,34245,3.0128,"1,000–10,000",18908895
2,207707,18.2734,"1,000–10,000",18908895
21–50,6987,0.6147,"1,000–10,000",18908895
3,119096,10.4777,"1,000–10,000",18908895
4,75791,6.6678,"1,000–10,000",18908895
5,51445,4.526,"1,000–10,000",18908895
51–100,426,0.0375,"1,000–10,000",18908895
6–10,103133,9.0733,"1,000–10,000",18908895
>100,127,0.0112,"1,000–10,000",18908895
1,152488,44.6319,"10,000–100,000",18908895
11–20,18793,5.5005,"10,000–100,000",18908895
2,58694,17.1792,"10,000–100,000",18908895
21–50,6549,1.9168,"10,000–100,000",18908895
3,31362,9.1794,"10,000–100,000",18908895
4,21170,6.1963,"10,000–100,000",18908895
5,15062,4.4085,"10,000–100,000",18908895
51–100,598,0.175,"10,000–100,000",18908895
6–10,36768,10.7617,"10,000–100,000",18908895
>100,173,0.0506,"10,000–100,000",18908895
1,2074697,68.1707,"100–1,000",18908895
11–20,16867,0.5542,"100–1,000",18908895
2,493031,16.2001,"100–1,000",18908895
21–50,2783,0.0914,"100–1,000",18908895
3,208863,6.8629,"100–1,000",18908895
4,104848,3.4451,"100–1,000",18908895
5,57788,1.8988,"100–1,000",18908895
51–100,167,0.0055,"100–1,000",18908895
6–10,84279,2.7693,"100–1,000",18908895
>100,60,0.002,"100–1,000",18908895
1,9587594,84.988,1–100,18908895
11–20,10590,0.0939,1–100,18908895
2,1180123,10.4611,1–100,18908895
21–50,2007,0.0178,1–100,18908895
3,287024,2.5443,1–100,18908895
4,107428,0.9523,1–100,18908895
5,49058,0.4349,1–100,18908895
51–100,170,0.0015,1–100,18908895
6–10,57027,0.5055,1–100,18908895
>100,92,0.0008,1–100,18908895
1,71852,60.5289,">100,000",18908895
11–20,3461,2.9156,">100,000",18908895
2,18734,15.7817,">100,000",18908895
21–50,1704,1.4355,">100,000",18908895
3,8192,6.901,">100,000",18908895
4,4822,4.0621,">100,000",18908895
5,2922,2.4615,">100,000",18908895
51–100,334,0.2814,">100,000",18908895
6–10,6465,5.4462,">100,000",18908895
>100,221,0.1862,">100,000",18908895
0,41708,0.5501,0–1,19129889
1,6984420,92.1123,0–1,19129889
11–20,2309,0.0305,0–1,19129889
2,411757,5.4304,0–1,19129889
21–50,506,0.0067,0–1,19129889
3,86152,1.1362,0–1,19129889
4,29229,0.3855,0–1,19129889
5,13746,0.1813,0–1,19129889
51–100,131,0.0017,0–1,19129889
6–10,12422,0.1638,0–1,19129889
>100,124,0.0016,0–1,19129889
1,532920,46.8788,"1,000–10,000",19129889
11–20,36401,3.202,"1,000–10,000",19129889
2,206696,18.1822,"1,000–10,000",19129889
21–50,7633,0.6714,"1,000–10,000",19129889
3,118603,10.433,"1,000–10,000",19129889
4,76499,6.7293,"1,000–10,000",19129889
5,51741,4.5514,"1,000–10,000",19129889
51–100,448,0.0394,"1,000–10,000",19129889
6–10,105719,9.2997,"1,000–10,000",19129889
>100,143,0.0126,"1,000–10,000",19129889
1,150008,44.7242,"10,000–100,000",19129889
11–20,18611,5.5488,"10,000–100,000",19129889
2,57388,17.11,"10,000–100,000",19129889
21–50,6674,1.9898,"10,000–100,000",19129889
3,30676,9.1459,"10,000–100,000",19129889
4,20504,6.1132,"10,000–100,000",19129889
5,14684,4.378,"10,000–100,000",19129889
51–100,660,0.1968,"10,000–100,000",19129889
6–10,36021,10.7395,"10,000–100,000",19129889
>100,181,0.054,"10,000–100,000",19129889
1,2170788,68.1837,"100–1,000",19129889
11–20,18892,0.5934,"100–1,000",19129889
2,509476,16.0025,"100–1,000",19129889
21–50,3052,0.0959,"100–1,000",19129889
3,217461,6.8304,"100–1,000",19129889
4,110534,3.4718,"100–1,000",19129889
5,61484,1.9312,"100–1,000",19129889
51–100,181,0.0057,"100–1,000",19129889
6–10,91799,2.8834,"100–1,000",19129889
>100,68,0.0021,"100–1,000",19129889
1,10706664,85.619,1–100,19129889
11–20,10624,0.085,1–100,19129889
2,1253794,10.0263,1–100,19129889
21–50,2017,0.0161,1–100,19129889
3,306112,2.4479,1–100,19129889
4,113637,0.9087,1–100,19129889
5,52018,0.416,1–100,19129889
51–100,182,0.0015,1–100,19129889
6–10,59862,0.4787,1–100,19129889
>100,99,0.0008,1–100,19129889
1,70848,60.8284,">100,000",19129889
11–20,3288,2.823,">100,000",19129889
2,18368,15.7703,">100,000",19129889
21–50,1700,1.4596,">100,000",19129889
3,7909,6.7905,">100,000",19129889
4,4670,4.0095,">100,000",19129889
5,2901,2.4907,">100,000",19129889
51–100,319,0.2739,">100,000",19129889
6–10,6238,5.3558,">100,000",19129889
>100,231,0.1983,">100,000",19129889
0,41709,0.5676,0–1,19336607
1,6776976,92.2285,0–1,19336607
11–20,2162,0.0294,0–1,19336607
2,392266,5.3384,0–1,19336607
21–50,483,0.0066,0–1,19336607
3,82042,1.1165,0–1,19336607
4,27254,0.3709,0–1,19336607
5,13107,0.1784,0–1,19336607
51–100,126,0.0017,0–1,19336607
6–10,11782,0.1603,0–1,19336607
>100,122,0.0017,0–1,19336607
1,641326,47.5234,"1,000–10,000",19336607
11–20,37078,2.7475,"1,000–10,000",19336607
2,252542,18.7138,"1,000–10,000",19336607
21–50,7282,0.5396,"1,000–10,000",19336607
3,143187,10.6104,"1,000–10,000",19336607
4,90226,6.6859,"1,000–10,000",19336607
5,59802,4.4314,"1,000–10,000",19336607
51–100,391,0.029,"1,000–10,000",19336607
6–10,117525,8.7088,"1,000–10,000",19336607
>100,135,0.01,"1,000–10,000",19336607
1,175890,42.3853,"10,000–100,000",19336607
11–20,24375,5.8738,"10,000–100,000",19336607
2,70124,16.8982,"10,000–100,000",19336607
21–50,8163,1.9671,"10,000–100,000",19336607
3,39698,9.5663,"10,000–100,000",19336607
4,27240,6.5642,"10,000–100,000",19336607
5,19702,4.7477,"10,000–100,000",19336607
51–100,741,0.1786,"10,000–100,000",19336607
6–10,48868,11.776,"10,000–100,000",19336607
>100,178,0.0429,"10,000–100,000",19336607
1,2527149,70.3076,"100–1,000",19336607
11–20,16439,0.4573,"100–1,000",19336607
2,563211,15.6691,"100–1,000",19336607
21–50,2680,0.0746,"100–1,000",19336607
3,228283,6.351,"100–1,000",19336607
4,111302,3.0965,"100–1,000",19336607
5,59721,1.6615,"100–1,000",19336607
51–100,173,0.0048,"100–1,000",19336607
6–10,85388,2.3756,"100–1,000",19336607
>100,71,0.002,"100–1,000",19336607
1,10852289,86.3693,1–100,19336607
11–20,9582,0.0763,1–100,19336607
2,1212445,9.6494,1–100,19336607
21–50,1864,0.0148,1–100,19336607
3,285379,2.2712,1–100,19336607
4,103808,0.8262,1–100,19336607
5,46634,0.3711,1–100,19336607
51–100,172,0.0014,1–100,19336607
6–10,52716,0.4195,1–100,19336607
>100,99,0.0008,1–100,19336607
1,78188,58.2128,">100,000",19336607
11–20,4676,3.4814,">100,000",19336607
2,21038,15.6633,">100,000",19336607
21–50,2312,1.7213,">100,000",19336607
3,9465,7.0469,">100,000",19336607
4,5741,4.2743,">100,000",19336607
5,3746,2.789,">100,000",19336607
51–100,415,0.309,">100,000",19336607
6–10,8463,6.3009,">100,000",19336607
>100,270,0.201,">100,000",19336607
0,41744,0.5688,0–1,19557289
1,6760821,92.1198,0–1,19557289
11–20,2204,0.03,0–1,19557289
2,399147,5.4386,0–1,19557289
21–50,483,0.0066,0–1,19557289
3,82483,1.1239,0–1,19557289
4,27287,0.3718,0–1,19557289
5,12932,0.1762,0–1,19557289
51–100,133,0.0018,0–1,19557289
6–10,11805,0.1608,0–1,19557289
>100,124,0.0017,0–1,19557289
1,781489,48.3654,"1,000–10,000",19557289
11–20,38291,2.3698,"1,000–10,000",19557289
2,308029,19.0635,"1,000–10,000",19557289
21–50,7130,0.4413,"1,000–10,000",19557289
3,172947,10.7035,"1,000–10,000",19557289
4,106667,6.6015,"1,000–10,000",19557289
5,69312,4.2896,"1,000–10,000",19557289
51–100,364,0.0225,"1,000–10,000",19557289
6–10,131436,8.1344,"1,000–10,000",19557289
>100,138,0.0085,"1,000–10,000",19557289
1,196900,39.8387,"10,000–100,000",19557289
11–20,31331,6.3392,"10,000–100,000",19557289
2,82271,16.6459,"10,000–100,000",19557289
21–50,9842,1.9913,"10,000–100,000",19557289
3,49335,9.9819,"10,000–100,000",19557289
4,34872,7.0556,"10,000–100,000",19557289
5,25134,5.0854,"10,000–100,000",19557289
51–100,846,0.1712,"10,000–100,000",19557289
6–10,63512,12.8504,"10,000–100,000",19557289
>100,200,0.0405,"10,000–100,000",19557289
1,3052686,72.593,"100–1,000",19557289
11–20,15142,0.3601,"100–1,000",19557289
2,641362,15.2516,"100–1,000",19557289
21–50,2533,0.0602,"100–1,000",19557289
3,240748,5.725,"100–1,000",19557289
4,112728,2.6807,"100–1,000",19557289
5,58700,1.3959,"100–1,000",19557289
51–100,165,0.0039,"100–1,000",19557289
6–10,81077,1.928,"100–1,000",19557289
>100,69,0.0016,"100–1,000",19557289
1,10798538,86.8304,1–100,19557289
11–20,9310,0.0749,1–100,19557289
2,1162477,9.3474,1–100,19557289
21–50,1871,0.015,1–100,19557289
3,270403,2.1743,1–100,19557289
4,98514,0.7921,1–100,19557289
5,44471,0.3576,1–100,19557289
51–100,175,0.0014,1–100,19557289
6–10,50498,0.4061,1–100,19557289
>100,98,0.0008,1–100,19557289
1,74558,52.7396,">100,000",19557289
11–20,6352,4.4932,">100,000",19557289
2,23468,16.6004,">100,000",19557289
21–50,3123,2.2091,">100,000",19557289
3,10751,7.6049,">100,000",19557289
4,6785,4.7995,">100,000",19557289
5,4473,3.164,">100,000",19557289
51–100,527,0.3728,">100,000",19557289
6–10,11036,7.8065,">100,000",19557289
>100,297,0.2101,">100,000",19557289
0,41742,0.5295,0–1,19771560
1,7255506,92.0367,0–1,19771560
11–20,2553,0.0324,0–1,19771560
2,433261,5.496,0–1,19771560
21–50,557,0.0071,0–1,19771560
3,90731,1.1509,0–1,19771560
4,30821,0.391,0–1,19771560
5,14492,0.1838,0–1,19771560
51–100,140,0.0018,0–1,19771560
6–10,13340,0.1692,0–1,19771560
>100,132,0.0017,0–1,19771560
1,657835,46.4307,"1,000–10,000",19771560
11–20,43492,3.0697,"1,000–10,000",19771560
2,259707,18.3304,"1,000–10,000",19771560
21–50,8855,0.625,"1,000–10,000",19771560
3,151290,10.6782,"1,000–10,000",19771560
4,97054,6.8502,"1,000–10,000",19771560
5,65302,4.6091,"1,000–10,000",19771560
51–100,478,0.0337,"1,000–10,000",19771560
6–10,132633,9.3614,"1,000–10,000",19771560
>100,164,0.0116,"1,000–10,000",19771560
1,161347,40.6726,"10,000–100,000",19771560
11–20,25866,6.5203,"10,000–100,000",19771560
2,66317,16.7173,"10,000–100,000",19771560
21–50,9090,2.2914,"10,000–100,000",19771560
3,38067,9.596,"10,000–100,000",19771560
4,26485,6.6764,"10,000–100,000",19771560
5,19319,4.87,"10,000–100,000",19771560
51–100,877,0.2211,"10,000–100,000",19771560
6–10,49122,12.3828,"10,000–100,000",19771560
>100,207,0.0522,"10,000–100,000",19771560
1,2688623,69.5663,"100–1,000",19771560
11–20,18850,0.4877,"100–1,000",19771560
2,618089,15.9926,"100–1,000",19771560
21–50,3144,0.0813,"100–1,000",19771560
3,250686,6.4863,"100–1,000",19771560
4,122568,3.1714,"100–1,000",19771560
5,66653,1.7246,"100–1,000",19771560
51–100,208,0.0054,"100–1,000",19771560
6–10,95937,2.4823,"100–1,000",19771560
>100,76,0.002,"100–1,000",19771560
1,11205651,85.9956,1–100,19771560
11–20,11293,0.0867,1–100,19771560
2,1274504,9.7809,1–100,19771560
21–50,2276,0.0175,1–100,19771560
3,308054,2.3641,1–100,19771560
4,114392,0.8779,1–100,19771560
5,52705,0.4045,1–100,19771560
51–100,201,0.0015,1–100,19771560
6–10,61298,0.4704,1–100,19771560
>100,117,0.0009,1–100,19771560
1,53726,50.1835,">100,000",19771560
11–20,4497,4.2005,">100,000",19771560
2,20258,18.9223,">100,000",19771560
21–50,2278,2.1278,">100,000",19771560
3,8744,8.1675,">100,000",19771560
4,5413,5.0561,">100,000",19771560
5,3391,3.1674,">100,000",19771560
51–100,416,0.3886,">100,000",19771560
6–10,8057,7.5258,">100,000",19771560
>100,279,0.2606,">100,000",19771560
0,41736,0.5204,0–1,19993250
1,7376299,91.9776,0–1,19993250
11–20,2520,0.0314,0–1,19993250
2,445334,5.553,0–1,19993250
21–50,590,0.0074,0–1,19993250
3,93065,1.1605,0–1,19993250
4,31408,0.3916,0–1,19993250
5,14756,0.184,0–1,19993250
51–100,140,0.0017,0–1,19993250
6–10,13692,0.1707,0–1,19993250
>100,131,0.0016,0–1,19993250
1,712281,46.8373,"1,000–10,000",19993250
11–20,43599,2.8669,"1,000–10,000",19993250
2,284624,18.7159,"1,000–10,000",19993250
21–50,8725,0.5737,"1,000–10,000",19993250
3,163096,10.7247,"1,000–10,000",19993250
4,102677,6.7517,"1,000–10,000",19993250
5,68819,4.5253,"1,000–10,000",19993250
51–100,498,0.0327,"1,000–10,000",19993250
6–10,136289,8.9619,"1,000–10,000",19993250
>100,149,0.0098,"1,000–10,000",19993250
1,176417,39.6397,"10,000–100,000",19993250
11–20,29063,6.5303,"10,000–100,000",19993250
2,74955,16.8419,"10,000–100,000",19993250
21–50,9846,2.2123,"10,000–100,000",19993250
3,43963,9.8782,"10,000–100,000",19993250
4,30729,6.9046,"10,000–100,000",19993250
5,22386,5.03,"10,000–100,000",19993250
51–100,904,0.2031,"10,000–100,000",19993250
6–10,56551,12.7066,"10,000–100,000",19993250
>100,237,0.0533,"10,000–100,000",19993250
1,2788374,70.1554,"100–1,000",19993250
11–20,18496,0.4654,"100–1,000",19993250
2,627098,15.7778,"100–1,000",19993250
21–50,3176,0.0799,"100–1,000",19993250
3,254204,6.3958,"100–1,000",19993250
4,122331,3.0778,"100–1,000",19993250
5,65954,1.6594,"100–1,000",19993250
51–100,214,0.0054,"100–1,000",19993250
6–10,94625,2.3808,"100–1,000",19993250
>100,95,0.0024,"100–1,000",19993250
1,11175471,86.0132,1–100,19993250
11–20,11220,0.0864,1–100,19993250
2,1270940,9.7819,1–100,19993250
21–50,2238,0.0172,1–100,19993250
3,306171,2.3565,1–100,19993250
4,113301,0.872,1–100,19993250
5,52318,0.4027,1–100,19993250
51–100,193,0.0015,1–100,19993250
6–10,60782,0.4678,1–100,19993250
>100,112,0.0009,1–100,19993250
1,56749,48.381,">100,000",19993250
11–20,5371,4.579,">100,000",19993250
2,22006,18.7611,">100,000",19993250
21–50,2688,2.2916,">100,000",19993250
3,9770,8.3294,">100,000",19993250
4,6242,5.3216,">100,000",19993250
5,4059,3.4605,">100,000",19993250
51–100,483,0.4118,">100,000",19993250
6–10,9621,8.2023,">100,000",19993250
>100,307,0.2617,">100,000",19993250
0,41737,0.4953,0–1,20207949
1,7729740,91.7367,0–1,20207949
11–20,2976,0.0353,0–1,20207949
2,481544,5.715,0–1,20207949
21–50,732,0.0087,0–1,20207949
3,102949,1.2218,0–1,20207949
4,34643,0.4111,0–1,20207949
5,16161,0.1918,0–1,20207949
51–100,169,0.002,0–1,20207949
6–10,15200,0.1804,0–1,20207949
>100,151,0.0018,0–1,20207949
1,627692,45.758,"1,000–10,000",20207949
11–20,45929,3.3482,"1,000–10,000",20207949
2,249580,18.1941,"1,000–10,000",20207949
21–50,9980,0.7275,"1,000–10,000",20207949
3,145722,10.623,"1,000–10,000",20207949
4,94384,6.8805,"1,000–10,000",20207949
5,64303,4.6876,"1,000–10,000",20207949
51–100,603,0.044,"1,000–10,000",20207949
6–10,133408,9.7253,"1,000–10,000",20207949
>100,163,0.0119,"1,000–10,000",20207949
1,160617,41.143,"10,000–100,000",20207949
11–20,25298,6.4802,"10,000–100,000",20207949
2,65199,16.7011,"10,000–100,000",20207949
21–50,8971,2.298,"10,000–100,000",20207949
3,37151,9.5165,"10,000–100,000",20207949
4,25856,6.6232,"10,000–100,000",20207949
5,18683,4.7858,"10,000–100,000",20207949
51–100,922,0.2362,"10,000–100,000",20207949
6–10,47444,12.1531,"10,000–100,000",20207949
>100,246,0.063,"10,000–100,000",20207949
1,2597276,68.6186,"100–1,000",20207949
11–20,21856,0.5774,"100–1,000",20207949
2,601919,15.9024,"100–1,000",20207949
21–50,3628,0.0958,"100–1,000",20207949
3,255247,6.7435,"100–1,000",20207949
4,127761,3.3754,"100–1,000",20207949
5,70981,1.8753,"100–1,000",20207949
51–100,260,0.0069,"100–1,000",20207949
6–10,106065,2.8022,"100–1,000",20207949
>100,99,0.0026,"100–1,000",20207949
1,11311336,85.2387,1–100,20207949
11–20,12710,0.0958,1–100,20207949
2,1351985,10.1881,1–100,20207949
21–50,2534,0.0191,1–100,20207949
3,335687,2.5296,1–100,20207949
4,126484,0.9531,1–100,20207949
5,59119,0.4455,1–100,20207949
51–100,213,0.0016,1–100,20207949
6–10,70011,0.5276,1–100,20207949
>100,115,0.0009,1–100,20207949
1,53588,50.1605,">100,000",20207949
11–20,4353,4.0746,">100,000",20207949
2,20377,19.0737,">100,000",20207949
21–50,2238,2.0949,">100,000",20207949
3,8678,8.123,">100,000",20207949
4,5238,4.903,">100,000",20207949
5,3564,3.336,">100,000",20207949
51–100,405,0.3791,">100,000",20207949
6–10,8085,7.5679,">100,000",20207949
>100,307,0.2874,">100,000",20207949
0,43756,0.4884,0–1,20429973
1,8224018,91.8008,0–1,20429973
11–20,3305,0.0369,0–1,20429973
2,508066,5.6713,0–1,20429973
21–50,803,0.009,0–1,20429973
3,108045,1.2061,0–1,20429973
4,36646,0.4091,0–1,20429973
5,17144,0.1914,0–1,20429973
51–100,183,0.002,0–1,20429973
6–10,16429,0.1834,0–1,20429973
>100,154,0.0017,0–1,20429973
1,613228,46.0756,"1,000–10,000",20429973
11–20,46674,3.5069,"1,000–10,000",20429973
2,235964,17.7294,"1,000–10,000",20429973
21–50,10366,0.7789,"1,000–10,000",20429973
3,138801,10.429,"1,000–10,000",20429973
4,90916,6.8311,"1,000–10,000",20429973
5,62333,4.6835,"1,000–10,000",20429973
51–100,684,0.0514,"1,000–10,000",20429973
6–10,131765,9.9003,"1,000–10,000",20429973
>100,185,0.0139,"1,000–10,000",20429973
1,153386,41.8253,"10,000–100,000",20429973
11–20,23754,6.4772,"10,000–100,000",20429973
2,60760,16.568,"10,000–100,000",20429973
21–50,8695,2.371,"10,000–100,000",20429973
3,34215,9.3298,"10,000–100,000",20429973
4,23638,6.4456,"10,000–100,000",20429973
5,17248,4.7032,"10,000–100,000",20429973
51–100,884,0.241,"10,000–100,000",20429973
6–10,43906,11.9723,"10,000–100,000",20429973
>100,244,0.0665,"10,000–100,000",20429973
1,2566564,68.2249,"100–1,000",20429973
11–20,23524,0.6253,"100–1,000",20429973
