block_number,block_date,n_wallets,strategy,metric,quantile,value
16950603,2023-04-01,3417035,better_return,excess_return,0.25,-0.10537199238633399
16950603,2023-04-01,3417035,better_return,excess_return,0.5,-0.0308214292911455
16950603,2023-04-01,3417035,better_return,excess_return,0.75,0.0011090193528716721
16950603,2023-04-01,3417035,better_return,excess_return,0.9,0.07576192875159068
16950603,2023-04-01,3417035,better_return,excess_return,0.95,0.15103631668823142
16950603,2023-04-01,3417035,better_return,excess_return,0.99,0.5212983519750063
16950603,2023-04-01,3417035,equal_weight,alpha,0.01,-0.26554843913695986
16950603,2023-04-01,3417035,equal_weight,alpha,0.05,-0.17359304323280045
16950603,2023-04-01,3417035,equal_weight,alpha,0.1,-0.132695330664612
16950603,2023-04-01,3417035,equal_weight,alpha,0.25,-0.08907130386799182
16950603,2023-04-01,3417035,equal_weight,alpha,0.5,-0.03190692482305265
16950603,2023-04-01,3417035,equal_weight,alpha,0.75,0.002769761621614499
16950603,2023-04-01,3417035,equal_weight,alpha,0.9,0.056872063558079305
16950603,2023-04-01,3417035,equal_weight,alpha,0.95,0.1340704129712234
16950603,2023-04-01,3417035,equal_weight,alpha,0.99,0.502178438645405
16950603,2023-04-01,3417035,equal_weight,excess_return,0.01,-0.2613422862763939
16950603,2023-04-01,3417035,equal_weight,excess_return,0.05,-0.17603835159452164
16950603,2023-04-01,3417035,equal_weight,excess_return,0.1,-0.13394298760323659
16950603,2023-04-01,3417035,equal_weight,excess_return,0.25,-0.0903051294906817
16950603,2023-04-01,3417035,equal_weight,excess_return,0.5,-0.03387899104689073
16950603,2023-04-01,3417035,equal_weight,excess_return,0.75,-0.0022476326143736555
16950603,2023-04-01,3417035,equal_weight,excess_return,0.9,0.051493792218460184
16950603,2023-04-01,3417035,equal_weight,excess_return,0.95,0.1308609486582784
16950603,2023-04-01,3417035,equal_weight,excess_return,0.99,0.4948810396054437
16950603,2023-04-01,3417035,max_sharpe,alpha,0.01,-0.368392027850739
16950603,2023-04-01,3417035,max_sharpe,alpha,0.05,-0.2939625023940867
16950603,2023-04-01,3417035,max_sharpe,alpha,0.1,-0.17677893252409743
16950603,2023-04-01,3417035,max_sharpe,alpha,0.25,-0.08234097619839362
16950603,2023-04-01,3417035,max_sharpe,alpha,0.5,-0.019588898579704212
16950603,2023-04-01,3417035,max_sharpe,alpha,0.75,0.00988944608955622
16950603,2023-04-01,3417035,max_sharpe,alpha,0.9,0.07915012467211258
16950603,2023-04-01,3417035,max_sharpe,alpha,0.95,0.2898369027803717
16950603,2023-04-01,3417035,max_sharpe,alpha,0.99,0.6168516367639055
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.01,-0.37126765784029825
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.05,-0.2911763829947517
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.1,-0.1734854338361965
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.25,-0.07950223038961846
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.5,-0.02733407163382772
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.75,0.006856682601855908
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.9,0.07556743627586515
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.95,0.27781008006105196
16950603,2023-04-01,3417035,max_sharpe,excess_return,0.99,0.6163354678539368
16950603,2023-04-01,3417035,mcap_weight,alpha,0.01,-0.34625469571118955
16950603,2023-04-01,3417035,mcap_weight,alpha,0.05,-0.20527498142995135
16950603,2023-04-01,3417035,mcap_weight,alpha,0.1,-0.15683039667615076
16950603,2023-04-01,3417035,mcap_weight,alpha,0.25,-0.07373431954919966
16950603,2023-04-01,3417035,mcap_weight,alpha,0.5,-0.01297908404418454
16950603,2023-04-01,3417035,mcap_weight,alpha,0.75,0.0002833312989310215
16950603,2023-04-01,3417035,mcap_weight,alpha,0.9,0.04980688214504372
16950603,2023-04-01,3417035,mcap_weight,alpha,0.95,0.10957224788077244
16950603,2023-04-01,3417035,mcap_weight,alpha,0.99,0.3780318050282115
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.01,-0.3291422718707332
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.05,-0.20517522937591226
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.1,-0.14624867746068826
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.25,-0.0710581647421186
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.5,-0.02723277432293813
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.75,-0.013027202673050901
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.9,0.050942672806690334
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.95,0.11334051308351034
16950603,2023-04-01,3417035,mcap_weight,excess_return,0.99,0.37180151698529973
16950603,2023-04-01,3417035,safer_risk,alpha,0.01,-0.32657958639531426
16950603,2023-04-01,3417035,safer_risk,alpha,0.05,-0.21156238518622092
16950603,2023-04-01,3417035,safer_risk,alpha,0.1,-0.16876842974760728
16950603,2023-04-01,3417035,safer_risk,alpha,0.25,-0.09332305136928544
16950603,2023-04-01,3417035,safer_risk,alpha,0.5,-0.02574347113838573
16950603,2023-04-01,3417035,safer_risk,alpha,0.75,0.001316091022828425
16950603,2023-04-01,3417035,safer_risk,alpha,0.9,0.06042184392178164
16950603,2023-04-01,3417035,safer_risk,alpha,0.95,0.22651629743138463
16950603,2023-04-01,3417035,safer_risk,alpha,0.99,0.5123036476156316
16950603,2023-04-01,3417035,safer_risk,excess_return,0.01,-0.3141968446419253
16950603,2023-04-01,3417035,safer_risk,excess_return,0.05,-0.21117435645750848
16950603,2023-04-01,3417035,safer_risk,excess_return,0.1,-0.15708246074204846
16950603,2023-04-01,3417035,safer_risk,excess_return,0.25,-0.0948313852955831
16950603,2023-04-01,3417035,safer_risk,excess_return,0.5,-0.03203488691624256
16950603,2023-04-01,3417035,safer_risk,excess_return,0.75,-0.00540314057197832
16950603,2023-04-01,3417035,safer_risk,excess_return,0.9,0.060962242581927846
16950603,2023-04-01,3417035,safer_risk,excess_return,0.95,0.2230309059177783
16950603,2023-04-01,3417035,safer_risk,excess_return,0.99,0.5115695593544322
17162287,2023-05-01,3457737,baseline,alpha,0.01,-0.3817752344554955
17162287,2023-05-01,3457737,baseline,alpha,0.05,-0.23663436701919222
17162287,2023-05-01,3457737,baseline,alpha,0.1,-0.1738045689365789
17162287,2023-05-01,3457737,baseline,alpha,0.25,-0.10000258637875911
17162287,2023-05-01,3457737,baseline,alpha,0.5,-0.039986636732750616
17162287,2023-05-01,3457737,baseline,alpha,0.75,-0.006889708311788378
17162287,2023-05-01,3457737,baseline,alpha,0.9,0.006889299323842187
17162287,2023-05-01,3457737,baseline,alpha,0.95,0.028021660890493016
17162287,2023-05-01,3457737,baseline,alpha,0.99,0.18343481280018248
17162287,2023-05-01,3457737,baseline,excess_return,0.01,-0.36261724076063706
17162287,2023-05-01,3457737,baseline,excess_return,0.05,-0.23859924539084434
17162287,2023-05-01,3457737,baseline,excess_return,0.1,-0.17372451075507936
17162287,2023-05-01,3457737,baseline,excess_return,0.25,-0.0949318954577338
17162287,2023-05-01,3457737,baseline,excess_return,0.5,-0.05430491852447046
17162287,2023-05-01,3457737,baseline,excess_return,0.75,0.010632048943470182
17162287,2023-05-01,3457737,baseline,excess_return,0.9,0.05694474063678852
17162287,2023-05-01,3457737,baseline,excess_return,0.95,0.05744252278624551
17162287,2023-05-01,3457737,baseline,excess_return,0.99,0.200793647179153
17162287,2023-05-01,3457737,better_return,alpha,0.01,-0.38007824767395704
17162287,2023-05-01,3457737,better_return,alpha,0.05,-0.22660552072951537
17162287,2023-05-01,3457737,better_return,alpha,0.1,-0.16967653408880395
17162287,2023-05-01,3457737,better_return,alpha,0.25,-0.09984688158411124
17162287,2023-05-01,3457737,better_return,alpha,0.5,-0.04328988162638055
17162287,2023-05-01,3457737,better_return,alpha,0.75,-0.009393558151534559
17162287,2023-05-01,3457737,better_return,alpha,0.9,0.010015788616598471
17162287,2023-05-01,3457737,better_return,alpha,0.95,0.05181262911864541
17162287,2023-05-01,3457737,better_return,alpha,0.99,0.23264104983547945
17162287,2023-05-01,3457737,better_return,excess_return,0.01,-0.3671672846032861
17162287,2023-05-01,3457737,better_return,excess_return,0.05,-0.22634617154216127
17162287,2023-05-01,3457737,better_return,excess_return,0.1,-0.16741399464101187
17162287,2023-05-01,3457737,better_return,excess_return,0.25,-0.09578414158836286
17162287,2023-05-01,3457737,better_return,excess_return,0.5,-0.04798846723943513
17162287,2023-05-01,3457737,better_return,excess_return,0.75,0.015666601646600206
17162287,2023-05-01,3457737,better_return,excess_return,0.9,0.056775961325264176
17162287,2023-05-01,3457737,better_return,excess_return,0.95,0.0661481572859374
17162287,2023-05-01,3457737,better_return,excess_return,0.99,0.2426369736524036
17162287,2023-05-01,3457737,equal_weight,alpha,0.01,-0.31112330235513236
17162287,2023-05-01,3457737,equal_weight,alpha,0.05,-0.20245533136474575
17162287,2023-05-01,3457737,equal_weight,alpha,0.1,-0.1572804864206479
17162287,2023-05-01,3457737,equal_weight,alpha,0.25,-0.10224166344334212
17162287,2023-05-01,3457737,equal_weight,alpha,0.5,-0.05991410818080917
17162287,2023-05-01,3457737,equal_weight,alpha,0.75,-0.016663691138777165
17162287,2023-05-01,3457737,equal_weight,alpha,0.9,0.006184683988969927
17162287,2023-05-01,3457737,equal_weight,alpha,0.95,0.034663525930404095
17162287,2023-05-01,3457737,equal_weight,alpha,0.99,0.18065876150163074
17162287,2023-05-01,3457737,equal_weight,excess_return,0.01,-0.29723533654171613
17162287,2023-05-01,3457737,equal_weight,excess_return,0.05,-0.19339354784235213
17162287,2023-05-01,3457737,equal_weight,excess_return,0.1,-0.15145644377982004
17162287,2023-05-01,3457737,equal_weight,excess_return,0.25,-0.09743279810552204
17162287,2023-05-01,3457737,equal_weight,excess_return,0.5,-0.056627293215456745
17162287,2023-05-01,3457737,equal_weight,excess_return,0.75,-0.0013477187997804202
17162287,2023-05-01,3457737,equal_weight,excess_return,0.9,0.04466715901631661
17162287,2023-05-01,3457737,equal_weight,excess_return,0.95,0.05741717289827013
17162287,2023-05-01,3457737,equal_weight,excess_return,0.99,0.18929770667129384
17162287,2023-05-01,3457737,max_sharpe,alpha,0.01,-0.43646640227753475
17162287,2023-05-01,3457737,max_sharpe,alpha,0.05,-0.2481072030927312
17162287,2023-05-01,3457737,max_sharpe,alpha,0.1,-0.1739637176299798
17162287,2023-05-01,3457737,max_sharpe,alpha,0.25,-0.10722639762920134
17162287,2023-05-01,3457737,max_sharpe,alpha,0.5,-0.03577575683219649
17162287,2023-05-01,3457737,max_sharpe,alpha,0.75,-0.001856150214473315
17162287,2023-05-01,3457737,max_sharpe,alpha,0.9,0.013673743280221862
17162287,2023-05-01,3457737,max_sharpe,alpha,0.95,0.09097685080404609
17162287,2023-05-01,3457737,max_sharpe,alpha,0.99,0.3159566807671999
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.01,-0.41771856440011285
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.05,-0.2396622691830353
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.1,-0.17711633523368636
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.25,-0.10143378237749386
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.5,-0.036432683319890094
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.75,0.026131976633726725
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.9,0.057017956697590064
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.95,0.10567779389124592
17162287,2023-05-01,3457737,max_sharpe,excess_return,0.99,0.32046652456588737
17162287,2023-05-01,3457737,mcap_weight,alpha,0.01,-0.35017297763251665
17162287,2023-05-01,3457737,mcap_weight,alpha,0.05,-0.20511529898390107
17162287,2023-05-01,3457737,mcap_weight,alpha,0.1,-0.14151423434566973
17162287,2023-05-01,3457737,mcap_weight,alpha,0.25,-0.08359141018547603
17162287,2023-05-01,3457737,mcap_weight,alpha,0.5,-0.034034026363484876
17162287,2023-05-01,3457737,mcap_weight,alpha,0.75,-0.0016744478961520167
17162287,2023-05-01,3457737,mcap_weight,alpha,0.9,0.0011501231740340461
17162287,2023-05-01,3457737,mcap_weight,alpha,0.95,0.01118871421499188
17162287,2023-05-01,3457737,mcap_weight,alpha,0.99,0.09433800239953265
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.01,-0.3216073030724577
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.05,-0.2119692595073474
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.1,-0.14303016635987442
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.25,-0.08442490386629205
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.5,-0.036398838052279794
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.75,0.04230298172599854
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.9,0.05682995356221656
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.95,0.05700013458722712
17162287,2023-05-01,3457737,mcap_weight,excess_return,0.99,0.09569804520260292
17162287,2023-05-01,3457737,safer_risk,alpha,0.01,-0.3606640705723072
17162287,2023-05-01,3457737,safer_risk,alpha,0.05,-0.21968659489749107
17162287,2023-05-01,3457737,safer_risk,alpha,0.1,-0.16334807292069048
17162287,2023-05-01,3457737,safer_risk,alpha,0.25,-0.09669073378892071
17162287,2023-05-01,3457737,safer_risk,alpha,0.5,-0.04328988164566537
17162287,2023-05-01,3457737,safer_risk,alpha,0.75,-0.010960708932098275
17162287,2023-05-01,3457737,safer_risk,alpha,0.9,0.004721273279750352
17162287,2023-05-01,3457737,safer_risk,alpha,0.95,0.029425847648486256
17162287,2023-05-01,3457737,safer_risk,alpha,0.99,0.16766043645155274
17162287,2023-05-01,3457737,safer_risk,excess_return,0.01,-0.34456871328665023
17162287,2023-05-01,3457737,safer_risk,excess_return,0.05,-0.2200974980682472
17162287,2023-05-01,3457737,safer_risk,excess_return,0.1,-0.15951631829461552
17162287,2023-05-01,3457737,safer_risk,excess_return,0.25,-0.09167763276061909
17162287,2023-05-01,3457737,safer_risk,excess_return,0.5,-0.046686930726986445
17162287,2023-05-01,3457737,safer_risk,excess_return,0.75,0.014157946441306343
17162287,2023-05-01,3457737,safer_risk,excess_return,0.9,0.05361174186240138
17162287,2023-05-01,3457737,safer_risk,excess_return,0.95,0.057549715102514776
17162287,2023-05-01,3457737,safer_risk,excess_return,0.99,0.1845782470153291
17382266,2023-06-01,3442453,baseline,alpha,0.01,-0.35382285138527025
17382266,2023-06-01,3442453,baseline,alpha,0.05,-0.2656799635600121
17382266,2023-06-01,3442453,baseline,alpha,0.1,-0.23606208931509873
17382266,2023-06-01,3442453,baseline,alpha,0.25,-0.19213161912997326
17382266,2023-06-01,3442453,baseline,alpha,0.5,-0.1520600645717934
17382266,2023-06-01,3442453,baseline,alpha,0.75,-0.04981907992951932
17382266,2023-06-01,3442453,baseline,alpha,0.9,-0.000559543987400349
17382266,2023-06-01,3442453,baseline,alpha,0.95,0.009134598893456488
17382266,2023-06-01,3442453,baseline,alpha,0.99,0.17273489224438704
17382266,2023-06-01,3442453,baseline,excess_return,0.01,-0.3544101244160174
17382266,2023-06-01,3442453,baseline,excess_return,0.05,-0.26589940179449556
17382266,2023-06-01,3442453,baseline,excess_return,0.1,-0.23632273560605366
17382266,2023-06-01,3442453,baseline,excess_return,0.25,-0.19167332653154032
17382266,2023-06-01,3442453,baseline,excess_return,0.5,-0.1516760374055985
17382266,2023-06-01,3442453,baseline,excess_return,0.75,-0.04851309261321787
17382266,2023-06-01,3442453,baseline,excess_return,0.9,0.004346433157238384
17382266,2023-06-01,3442453,baseline,excess_return,0.95,0.011399214657673826
17382266,2023-06-01,3442453,baseline,excess_return,0.99,0.173770456890221
17382266,2023-06-01,3442453,better_return,alpha,0.01,-0.34415103071208913
17382266,2023-06-01,3442453,better_return,alpha,0.05,-0.26399767990269296
17382266,2023-06-01,3442453,better_return,alpha,0.1,-0.23499153278460067
17382266,2023-06-01,3442453,better_return,alpha,0.25,-0.1913282139987785
17382266,2023-06-01,3442453,better_return,alpha,0.5,-0.1377047726548833
17382266,2023-06-01,3442453,better_return,alpha,0.75,-0.04594448520559483
17382266,2023-06-01,3442453,better_return,alpha,0.9,-0.0012358292481210393
17382266,2023-06-01,3442453,better_return,alpha,0.95,0.0033791745650807066
17382266,2023-06-01,3442453,better_return,alpha,0.99,0.2718502926731
17382266,2023-06-01,3442453,better_return,excess_return,0.01,-0.34488709640173576
17382266,2023-06-01,3442453,better_return,excess_return,0.05,-0.2640900827304595
17382266,2023-06-01,3442453,better_return,excess_return,0.1,-0.2353522503552384
17382266,2023-06-01,3442453,better_return,excess_return,0.25,-0.19124020453484133
17382266,2023-06-01,3442453,better_return,excess_return,0.5,-0.1370785903473933
17382266,2023-06-01,3442453,better_return,excess_return,0.75,-0.04436949812814281
17382266,2023-06-01,3442453,better_return,excess_return,0.9,0.003648878204575226
17382266,2023-06-01,3442453,better_return,excess_return,0.95,0.007555386733872269
17382266,2023-06-01,3442453,better_return,excess_return,0.99,0.2730343617179235
17382266,2023-06-01,3442453,equal_weight,alpha,0.01,-0.30397245869913314
17382266,2023-06-01,3442453,equal_weight,alpha,0.05,-0.24543581633343065
17382266,2023-06-01,3442453,equal_weight,alpha,0.1,-0.22016608869866663
17382266,2023-06-01,3442453,equal_weight,alpha,0.25,-0.192699003129018
17382266,2023-06-01,3442453,equal_weight,alpha,0.5,-0.14182679949941066
17382266,2023-06-01,3442453,equal_weight,alpha,0.75,-0.08542283993759477
17382266,2023-06-01,3442453,equal_weight,alpha,0.9,-0.01749758507378159
17382266,2023-06-01,3442453,equal_weight,alpha,0.95,0.0007703010491775175
17382266,2023-06-01,3442453,equal_weight,alpha,0.99,0.24193120611318852
17382266,2023-06-01,3442453,equal_weight,excess_return,0.01,-0.3047585258543131
17382266,2023-06-01,3442453,equal_weight,excess_return,0.05,-0.24560981501632448
17382266,2023-06-01,3442453,equal_weight,excess_return,0.1,-0.22022448825948351
17382266,2023-06-01,3442453,equal_weight,excess_return,0.25,-0.1931908114492011
17382266,2023-06-01,3442453,equal_weight,excess_return,0.5,-0.14077055018960768
17382266,2023-06-01,3442453,equal_weight,excess_return,0.75,-0.08374951487102186
17382266,2023-06-01,3442453,equal_weight,excess_return,0.9,-0.014708456912759474
17382266,2023-06-01,3442453,equal_weight,excess_return,0.95,0.005969862117086753
17382266,2023-06-01,3442453,equal_weight,excess_return,0.99,0.24159648019684493
17382266,2023-06-01,3442453,max_sharpe,alpha,0.01,-0.39716488301046454
17382266,2023-06-01,3442453,max_sharpe,alpha,0.05,-0.2897907127493845
17382266,2023-06-01,3442453,max_sharpe,alpha,0.1,-0.2560746145491552
17382266,2023-06-01,3442453,max_sharpe,alpha,0.25,-0.20490019181963778
17382266,2023-06-01,3442453,max_sharpe,alpha,0.5,-0.14257238379376344
17382266,2023-06-01,3442453,max_sharpe,alpha,0.75,-0.048148319074118595
17382266,2023-06-01,3442453,max_sharpe,alpha,0.9,-7.972024945587927e-05
17382266,2023-06-01,3442453,max_sharpe,alpha,0.95,0.018480691122128155
17382266,2023-06-01,3442453,max_sharpe,alpha,0.99,0.36140338859012633
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.01,-0.3983716317755093
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.05,-0.2898618583058883
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.1,-0.25601740851894955
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.25,-0.2051187052369515
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.5,-0.14173684430590336
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.75,-0.04781984714829976
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.9,0.005099690864745186
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.95,0.020498920922716997
17382266,2023-06-01,3442453,max_sharpe,excess_return,0.99,0.36038923492506064
17382266,2023-06-01,3442453,mcap_weight,alpha,0.01,-0.30242624171972887
17382266,2023-06-01,3442453,mcap_weight,alpha,0.05,-0.24645675495721084
17382266,2023-06-01,3442453,mcap_weight,alpha,0.1,-0.21910054160805162
17382266,2023-06-01,3442453,mcap_weight,alpha,0.25,-0.18303263954309942
17382266,2023-06-01,3442453,mcap_weight,alpha,0.5,-0.12901348352179093
17382266,2023-06-01,3442453,mcap_weight,alpha,0.75,-0.01146644910059582
17382266,2023-06-01,3442453,mcap_weight,alpha,0.9,-0.0008293574186964807
17382266,2023-06-01,3442453,mcap_weight,alpha,0.95,1.4435278882632103e-05
17382266,2023-06-01,3442453,mcap_weight,alpha,0.99,0.07277292902503216
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.01,-0.30257046789037345
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.05,-0.24682414924024185
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.1,-0.21969860562966834
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.25,-0.18374096511945323
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.5,-0.12863077845669166
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.75,-0.008643279814427998
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.9,0.004256050575154054
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.95,0.0051681368964572065
17382266,2023-06-01,3442453,mcap_weight,excess_return,0.99,0.07486759786654187
17382266,2023-06-01,3442453,safer_risk,alpha,0.01,-0.34376936037102174
17382266,2023-06-01,3442453,safer_risk,alpha,0.05,-0.2583221888254574
17382266,2023-06-01,3442453,safer_risk,alpha,0.1,-0.22638864248440088
17382266,2023-06-01,3442453,safer_risk,alpha,0.25,-0.18518110115239675
17382266,2023-06-01,3442453,safer_risk,alpha,0.5,-0.14352155815383186
17382266,2023-06-01,3442453,safer_risk,alpha,0.75,-0.04771517678143756
17382266,2023-06-01,3442453,safer_risk,alpha,0.9,-0.0012500911519503373
17382266,2023-06-01,3442453,safer_risk,alpha,0.95,0.0023567858743993426
17382266,2023-06-01,3442453,safer_risk,alpha,0.99,0.17248701903067704
17382266,2023-06-01,3442453,safer_risk,excess_return,0.01,-0.34402227703247223
17382266,2023-06-01,3442453,safer_risk,excess_return,0.05,-0.25855603530430954
17382266,2023-06-01,3442453,safer_risk,excess_return,0.1,-0.22639545565260907
17382266,2023-06-01,3442453,safer_risk,excess_return,0.25,-0.18506227739236955
17382266,2023-06-01,3442453,safer_risk,excess_return,0.5,-0.14227155456916937
17382266,2023-06-01,3442453,safer_risk,excess_return,0.75,-0.04608478952019687
17382266,2023-06-01,3442453,safer_risk,excess_return,0.9,0.0026887447089163664
17382266,2023-06-01,3442453,safer_risk,excess_return,0.95,0.007098114175005955
17382266,2023-06-01,3442453,safer_risk,excess_return,0.99,0.17336391318484035
17595510,2023-07-01,3533345,baseline,alpha,0.01,-0.33562691615421925
17595510,2023-07-01,3533345,baseline,alpha,0.05,-0.11344385398481424
17595510,2023-07-01,3533345,baseline,alpha,0.1,-0.04735428408169991
17595510,2023-07-01,3533345,baseline,alpha,0.25,0.0016890691920972082
17595510,2023-07-01,3533345,baseline,alpha,0.5,0.03601542431827231
17595510,2023-07-01,3533345,baseline,alpha,0.75,0.10985426279253452
17595510,2023-07-01,3533345,baseline,alpha,0.9,0.2141412232461988
17595510,2023-07-01,3533345,baseline,alpha,0.95,0.3101205074829456
17595510,2023-07-01,3533345,baseline,alpha,0.99,0.4494037107474801
17595510,2023-07-01,3533345,baseline,excess_return,0.01,-0.33852070213558955
17595510,2023-07-01,3533345,baseline,excess_return,0.05,-0.11624355199568123
17595510,2023-07-01,3533345,baseline,excess_return,0.1,-0.04787033849314462
17595510,2023-07-01,3533345,baseline,excess_return,0.25,0.0005822749692488277
17595510,2023-07-01,3533345,baseline,excess_return,0.5,0.03757464419807792
17595510,2023-07-01,3533345,baseline,excess_return,0.75,0.10591755705131038
17595510,2023-07-01,3533345,baseline,excess_return,0.9,0.21173892867080235
17595510,2023-07-01,3533345,baseline,excess_return,0.95,0.30836603924871425
17595510,2023-07-01,3533345,baseline,excess_return,0.99,0.44590219428256705
17595510,2023-07-01,3533345,better_return,alpha,0.01,-0.3396504963419501
17595510,2023-07-01,3533345,better_return,alpha,0.05,-0.13351679131777994
17595510,2023-07-01,3533345,better_return,alpha,0.1,-0.061098228893215714
17595510,2023-07-01,3533345,better_return,alpha,0.25,-0.0001837552542846526
17595510,2023-07-01,3533345,better_return,alpha,0.5,0.029493621903509005
17595510,2023-07-01,3533345,better_return,alpha,0.75,0.10119419053094808
17595510,2023-07-01,3533345,better_return,alpha,0.9,0.2139475756370755
17595510,2023-07-01,3533345,better_return,alpha,0.95,0.3109761374773926
17595510,2023-07-01,3533345,better_return,alpha,0.99,0.4449512857807021
17595510,2023-07-01,3533345,better_return,excess_return,0.01,-0.3456839669619725
17595510,2023-07-01,3533345,better_return,excess_return,0.05,-0.13214382424769733
17595510,2023-07-01,3533345,better_return,excess_return,0.1,-0.06053399624441809
17595510,2023-07-01,3533345,better_return,excess_return,0.25,0.006019683643273918
17595510,2023-07-01,3533345,better_return,excess_return,0.5,0.034025067619237445
17595510,2023-07-01,3533345,better_return,excess_return,0.75,0.09981335745430979
17595510,2023-07-01,3533345,better_return,excess_return,0.9,0.2129899711713199
17595510,2023-07-01,3533345,better_return,excess_return,0.95,0.30971259275049107
17595510,2023-07-01,3533345,better_return,excess_return,0.99,0.44450174178868135
17595510,2023-07-01,3533345,equal_weight,alpha,0.01,-0.23899204897200682
17595510,2023-07-01,3533345,equal_weight,alpha,0.05,-0.10052873889192875
17595510,2023-07-01,3533345,equal_weight,alpha,0.1,-0.04938354946550498
17595510,2023-07-01,3533345,equal_weight,alpha,0.25,0.0005244253546994182
17595510,2023-07-01,3533345,equal_weight,alpha,0.5,0.05176131411225597
17595510,2023-07-01,3533345,equal_weight,alpha,0.75,0.10424943744903137
17595510,2023-07-01,3533345,equal_weight,alpha,0.9,0.19111875384789456
17595510,2023-07-01,3533345,equal_weight,alpha,0.95,0.24758020166769146
17595510,2023-07-01,3533345,equal_weight,alpha,0.99,0.40550706236168155
17595510,2023-07-01,3533345,equal_weight,excess_return,0.01,-0.24526760089997135
17595510,2023-07-01,3533345,equal_weight,excess_return,0.05,-0.10023965761158035
17595510,2023-07-01,3533345,equal_weight,excess_return,0.1,-0.04599947597240746
17595510,2023-07-01,3533345,equal_weight,excess_return,0.25,0.011844323208918192
17595510,2023-07-01,3533345,equal_weight,excess_return,0.5,0.05353302945866993
17595510,2023-07-01,3533345,equal_weight,excess_return,0.75,0.10279673884791755
17595510,2023-07-01,3533345,equal_weight,excess_return,0.9,0.19089179127409173
17595510,2023-07-01,3533345,equal_weight,excess_return,0.95,0.2537042897656067
17595510,2023-07-01,3533345,equal_weight,excess_return,0.99,0.405872561700233
17595510,2023-07-01,3533345,max_sharpe,alpha,0.01,-0.45008047148730024
17595510,2023-07-01,3533345,max_sharpe,alpha,0.05,-0.20328794818444051
17595510,2023-07-01,3533345,max_sharpe,alpha,0.1,-0.09791302803365268
17595510,2023-07-01,3533345,max_sharpe,alpha,0.25,-0.00038703145600095523
17595510,2023-07-01,3533345,max_sharpe,alpha,0.5,0.023757089811562056
17595510,2023-07-01,3533345,max_sharpe,alpha,0.75,0.10145390918621688
17595510,2023-07-01,3533345,max_sharpe,alpha,0.9,0.21996833848098157
17595510,2023-07-01,3533345,max_sharpe,alpha,0.95,0.4027580653967831
17595510,2023-07-01,3533345,max_sharpe,alpha,0.99,0.4889152392414101
17595510,2023-07-01,3533345,max_sharpe,excess_return,0.01,-0.46065042367982056
17595510,2023-07-01,3533345,max_sharpe,excess_return,0.05,-0.2018111007309838
